question, target
“Nếu một con chuột mạnh, thì con chuột có màu tím.
Nếu một con chuột lớn hoặc đẹp, thì chuột chậm.
Nếu một con chuột hạnh phúc hoặc yếu, thì con chuột sẽ nhàm chán.
Nếu một con chuột còn trẻ, thì con chuột đã già.
Nếu một con chuột xấu và đỏ, thì con chuột là đáng sợ.
Sự thật:
Con chuột tốt và đáng sợ.
Những điều sau đây có thể được xác định về con chuột:”, Không có gì.
“Nếu Dan còn trẻ, thì Dan là màu xanh.
Nếu Dan nhàm chán hoặc tím, thì Dan buồn.
Nếu Dan chậm, thì Dan có màu xanh lá cây.
Nếu Dan đỏ hoặc già, thì Dan là tốt.
Nếu Dan đẹp và lạnh, thì Dan sạch sẽ.
Sự thật:
Dan có màu đỏ và tròn.
Những điều sau đây có thể được xác định về Dan:”, Dan là tốt.
“Nếu một bông hoa hướng dương tròn hoặc lạnh, thì hoa hướng dương có màu đỏ.
Nếu một bông hoa hướng dương yếu, thì hoa hướng dương rất đẹp.
Nếu một bông hoa hướng dương có màu tím, thì hoa hướng dương sạch sẽ.
Nếu một bông hoa hướng dương chậm, thì hoa hướng dương rất mạnh.
Nếu một bông hoa hướng dương đáng sợ, thì hoa hướng dương rất nhanh.
Sự thật:
Hoa hướng dương chậm và có màu xanh.
Những điều sau đây có thể được xác định về hoa hướng dương:”, Hoa hướng dương rất mạnh.
“Nếu một con hà mã đẹp và mạnh mẽ, thì hà mã có màu tím.
Nếu một con hà mã xấu và buồn, thì hà mã đang nóng.
Nếu một con hà mã hạnh phúc và đỏ, thì hà mã mềm mại.
Nếu một con hà mã tốt hoặc thông minh, thì hà mã còn trẻ.
Nếu một con hà mã yếu, thì hà mã chậm.
Sự thật:
Hà mã có màu tím và xấu.
Những điều sau đây có thể được xác định về hà mã:”, Không có gì.
“Nếu một cái cây lạnh, thì cây nhỏ.
Nếu một cây đẹp hoặc buồn, thì cây có màu tím.
Nếu một cái cây hạnh phúc và nhàm chán, thì cây thật đáng sợ.
Nếu một cây tròn, thì cây chậm.
Nếu một cây yếu và màu xanh, thì cây mạnh mẽ.
Sự thật:
Cây già và lạnh.
Những điều sau đây có thể được xác định về cây:”, Cây nhỏ.
“Nếu Dan yếu đuối, thì Dan rất đẹp.
Nếu Dan đỏ và sạch, thì Dan lạnh.
Nếu Dan mềm yếu hay hạnh phúc, thì Dan thông minh.
Nếu Dan xấu, thì Dan là lớn.
Nếu Dan tốt, thì Dan đã già.
Sự thật:
Dan đáng sợ và xấu xa.
Những điều sau đây có thể được xác định về Dan:”, Dan là lớn.
“Nếu một con nhím mạnh mẽ, thì con nhím nhỏ.
Nếu một con nhím lớn, thì con nhím là tốt.
Nếu một con nhím nóng hoặc lạnh, thì con nhím rất đẹp.
Nếu một con nhím sạch sẽ, thì con nhím có màu tím.
Nếu một con nhím nhàm chán và thông minh, thì con nhím mềm mại.
Sự thật:
Con nhím to và yếu.
Những điều sau đây có thể được xác định về con nhím:”, Con nhím tốt.
“Nếu một con gấu trúc yếu và đỏ, thì gấu trúc rất đẹp.
Nếu một con gấu trúc đáng sợ, thì gấu trúc thật nhàm chán.
Nếu một con gấu trúc nhỏ và chậm, thì gấu trúc đang hạnh phúc.
Nếu một con gấu trúc có màu xanh lá cây, thì gấu trúc mềm.
Nếu một con gấu trúc xấu và tròn, thì gấu trúc có màu xanh.
Sự thật:
Gấu trúc đã cũ và đáng sợ.
Những điều sau đây có thể được xác định về gấu trúc:”, Gấu trúc thật nhàm chán.
“Nếu một cây anh túc đẹp và có màu xanh, thì cây anh túc nóng.
Nếu một cây anh túc mạnh, thì cây anh túc yếu.
Nếu một cây anh túc còn non và xấu, thì cây anh túc có màu xanh lá cây.
Nếu một cây anh túc chậm và buồn, thì cây anh túc lớn.
Nếu một cây anh túc lạnh, thì cây anh túc đã già.
Sự thật:
Cây anh túc có màu đỏ và lạnh.
Những điều sau đây có thể được xác định về cây anh túc:”, Cây anh túc đã già.
“Nếu một con bò thông minh và đáng sợ, thì con bò mềm mại.
Nếu một con bò có màu tím và già, thì con bò có màu xanh.
Nếu một con bò có màu đỏ, thì con bò sạch sẽ.
Nếu một con bò buồn hoặc đẹp, thì con bò tròn.
Nếu một con bò chậm, thì con bò yếu.
Sự thật:
Con bò sạch sẽ và yếu đuối.
Những điều sau đây có thể được xác định về con bò:”, Không có gì.
“Nếu Dan lạnh lùng và xinh đẹp, thì Dan thật đáng sợ.
Nếu Dan to và xanh, thì Dan yếu.
Nếu Dan là màu xanh lá cây, thì Dan đã già.
Nếu Dan buồn, thì Dan mềm yếu.
Nếu Dan còn trẻ và trong sạch, thì Dan mạnh mẽ.
Sự thật:
Dan xanh và trẻ.
Những điều sau đây có thể được xác định về Dan:”, Dan đã già.
“Nếu Dan thông minh, thì Dan chậm chạp.
Nếu Dan buồn hoặc đáng sợ, thì Dan thật nhàm chán.
Nếu Dan còn trẻ và tròn, thì Dan hạnh phúc.
Nếu Dan nóng hoặc già, thì Dan có màu xanh lá cây.
Nếu Dan mạnh hay nhanh, thì Dan có màu đỏ.
Sự thật:
Dan lạnh lùng và thông minh.
Những điều sau đây có thể được xác định về Dan:”, Dan chậm.
“Nếu một chú chó xấu và thông minh, thì chó là tốt.
Nếu một chú chó đáng sợ, thì chú chó đang hạnh phúc.
Nếu chó mềm hoặc nhỏ, thì chó còn nhỏ.
Nếu một chú chó đẹp, thì chó rất nhanh.
Nếu chó sạch sẽ và khỏe mạnh, thì chó có màu tím.
Sự thật:
Chú chó thông minh và xinh đẹp.
Những điều sau đây có thể được xác định về chó:”, Chó nhanh.
“Nếu một bông hoa hướng dương lạnh, thì hoa hướng dương rất mạnh.
Nếu một bông hoa hướng dương đáng sợ, thì hoa hướng dương nhỏ.
Nếu một bông hoa hướng dương mềm và yếu, thì hoa hướng dương rất nhanh.
Nếu một bông hoa hướng dương còn non, thì hoa hướng dương chậm.
Nếu một bông hoa hướng dương nóng, thì hoa hướng dương buồn.
Sự thật:
Hoa hướng dương có màu đỏ và trẻ.
Những điều sau đây có thể được xác định về hoa hướng dương:”, Hoa hướng dương chậm.
“Nếu Carol già và nóng, thì Carol có màu tím.
Nếu Carol nhỏ, thì Carol là tốt.
Nếu Carol thông minh hay xấu, thì Carol yếu.
Nếu Carol đáng sợ và hạnh phúc, thì Carol thật nhàm chán.
Nếu Carol xinh đẹp, thì Carol mạnh mẽ.
Sự thật:
Carol nhỏ và già.
Những điều sau đây có thể được xác định về Carol:”, Carol rất tốt.
“Nếu Erin yếu và xấu, thì Erin có màu tím.
Nếu Erin nhỏ và mạnh mẽ, thì Erin lớn.
Nếu Erin chậm chạp và thông minh, thì Erin có màu xanh lá cây.
Nếu Erin nhàm chán hoặc xanh lam, thì Erin thật đáng sợ.
Nếu Erin nóng và tốt, thì Erin sạch sẽ.
Sự thật:
Erin chậm chạp và thông minh.
Những điều sau đây có thể được xác định về Erin:”, Erin có màu xanh lá cây.
“Nếu một con mèo nhàm chán và màu xanh, thì con mèo có màu đỏ.
Nếu một con mèo nhỏ, thì con mèo lạnh.
Nếu một con mèo sạch sẽ, thì con mèo mạnh mẽ.
Nếu một con mèo tốt và xanh, thì con mèo đã già.
Nếu một con mèo lớn hoặc hạnh phúc, thì con mèo yếu.
Sự thật:
Con mèo nhỏ và màu xanh lá cây.
Những điều sau đây có thể được xác định về con mèo:”, Con mèo lạnh.
“Nếu một con sóc đáng sợ, thì con sóc nhỏ.
Nếu một con sóc xấu và nhàm chán, thì con sóc yếu.
Nếu một con sóc có màu tím hoặc chậm, thì con sóc có màu đỏ.
Nếu một con sóc to và mềm, thì con sóc nóng.
Nếu một con sóc thông minh và mạnh mẽ, thì con sóc rất nhanh.
Sự thật:
Con sóc là đáng sợ và tốt.
Những điều sau đây có thể được xác định về con sóc:”, Con sóc nhỏ.
“Nếu một con voi nhỏ, thì con voi thật nhàm chán.
Nếu một con voi có màu xanh lá cây, thì con voi là tốt.
Nếu một con voi thông minh, thì con voi buồn.
Nếu một con voi nóng, thì con voi lớn.
Nếu một con voi mạnh và xấu, thì con voi lạnh.
Sự thật:
Con voi thông minh và yếu đuối.
Những điều sau đây có thể được xác định về con voi:”, Con voi buồn.
“Nếu một con hà mã nóng hoặc nhanh, thì hà mã rất đáng sợ.
Nếu một con hà mã sạch sẽ, thì hà mã có màu đỏ.
Nếu một con hà mã nhỏ hoặc thông minh, thì hà mã lạnh.
Nếu một con hà mã đẹp và xanh, thì hà mã đã già.
Nếu một con hà mã tốt và tròn, thì hà mã buồn.
Sự thật:
Hà mã nhanh và đỏ.
Những điều sau đây có thể được xác định về hà mã:”, Hà mã thật đáng sợ.
“Nếu một con hươu cao cổ buồn, thì hươu cao cổ thật đáng sợ.
Nếu một con hươu cao cổ nhỏ và đỏ, thì hươu cao cổ mềm.
Nếu một con hươu cao cổ to và thông minh, thì hươu cao cổ thật nhàm chán.
Nếu một con hươu cao cổ có màu xanh lá cây hoặc yếu, thì hươu cao cổ có màu xanh lam.
Nếu một con hươu cao cổ đẹp hay xấu, thì hươu cao cổ đang hạnh phúc.
Sự thật:
Con hươu cao cổ xấu và tròn.
Những điều sau đây có thể được xác định về hươu cao cổ:”, Hươu cao cổ hạnh phúc.
“Nếu một con chuột mềm hoặc nóng, thì chuột sẽ nhanh.
Nếu một con chuột là tốt, thì con chuột là xấu.
Nếu một con chuột chậm, thì con chuột sẽ nhàm chán.
Nếu một con chuột yếu, thì chuột có màu xanh lá cây.
Nếu một con chuột thông minh, thì con chuột là đáng sợ.
Sự thật:
Con chuột nhỏ và trẻ.
Những điều sau đây có thể được xác định về con chuột:”, Không có gì.
“Nếu Erin nhanh, thì Erin nhỏ bé.
Nếu Erin có màu xanh lá cây, thì Erin là tốt.
Nếu Erin thông minh và xanh lam, thì Erin có màu đỏ.
Nếu Erin nhàm chán, thì Erin yếu.
Nếu Erin xấu hay buồn, thì Erin chậm chạp.
Sự thật:
Erin nhanh và mạnh mẽ.
Những điều sau đây có thể được xác định về Erin:”, Erin nhỏ.
“Nếu một con hổ có màu xanh hoặc nhanh, thì con hổ có màu tím.
Nếu một con hổ đỏ và lạnh, thì con hổ tròn.
Nếu một con hổ mạnh, thì con hổ nóng.
Nếu một con hổ thông minh, thì con hổ là đẹp.
Nếu một con hổ mềm hoặc màu xanh lá cây, thì con hổ là xấu.
Sự thật:
Con hổ mềm mại và tốt.
Những điều sau đây có thể được xác định về con hổ:”, Con hổ xấu.
“Nếu Bob nhàm chán, thì Bob rất nhanh.
Nếu Bob hạnh phúc và nóng bỏng, thì Bob nhỏ bé.
Nếu Bob mạnh mẽ, thì Bob mềm yếu.
Nếu Bob đẹp và có màu tím, thì Bob có màu đỏ.
Nếu Bob thông minh, thì Bob buồn.
Sự thật:
Bob có màu tím và đáng sợ.
Những điều sau đây có thể được xác định về Bob:”, Không có gì.
“Nếu một bông hồng tốt và đáng sợ, thì hoa hồng yếu ớt.
Nếu một bông hồng hạnh phúc hay xấu, thì hoa hồng có màu xanh.
Nếu một bông hồng già, thì hoa hồng thật nhàm chán.
Nếu một bông hồng còn non hoặc đỏ, thì hoa hồng có màu xanh lá cây.
Nếu một bông hồng có màu tím hoặc chậm, thì hoa hồng nhanh.
Sự thật:
Hoa hồng đáng sợ và cũ kỹ.
Những điều sau đây có thể được xác định về hoa hồng:”, Hoa hồng thật nhàm chán.
“Nếu một con voi thông minh, thì con voi có hình tròn.
Nếu một con voi nóng, thì con voi mạnh mẽ.
Nếu một con voi xấu hoặc hạnh phúc, thì con voi lạnh.
Nếu một con voi mềm, thì con voi lớn.
Nếu một con voi có màu xanh, thì con voi thật đáng sợ.
Sự thật:
Con voi xấu và yếu.
Những điều sau đây có thể được xác định về con voi:”, Con voi lạnh.
“Nếu bồ công anh có màu tím, thì bồ công anh còn non.
Nếu bồ công anh nhanh, thì bồ công anh chậm.
Nếu một cây bồ công anh hạnh phúc, thì bồ công anh có màu xanh lá cây.
Nếu một cây bồ công anh yếu, thì bồ công anh thật nhàm chán.
Nếu một cây bồ công anh có màu xanh, thì bồ công anh rất đẹp.
Sự thật:
Bồ công anh yếu và mạnh.
Những điều sau đây có thể được xác định về bồ công anh:”, Bồ công anh thật nhàm chán.
“Nếu một cây anh túc nhanh và hạnh phúc, thì cây anh túc có màu xanh.
Nếu một cây anh túc đẹp, thì cây anh túc có màu xanh lá cây.
Nếu một cây anh túc mạnh, thì cây anh túc thật nhàm chán.
Nếu một cây anh túc đáng sợ, thì cây anh túc mềm.
Nếu một cây anh túc già hoặc lớn, thì cây anh túc là thông minh.
Sự thật:
Cây anh túc lớn và hạnh phúc.
Những điều sau đây có thể được xác định về cây anh túc:”, Cây anh túc thông minh.
“Nếu chó có màu xanh lá cây và xanh dương, thì chó có hình tròn.
Nếu một chú chó nhanh nhẹn hoặc nhàm chán, thì chó thật đáng sợ.
Nếu chó có màu tím và trẻ, thì chó mạnh mẽ.
Nếu một chú chó xấu hoặc buồn, thì chó bị lạnh.
Nếu chó yếu và nhỏ, thì chó lớn.
Sự thật:
Chú chó nhàm chán và chậm chạp.
Những điều sau đây có thể được xác định về chú chó:”, Chú chó đáng sợ.
“Nếu một con gấu nóng, thì con gấu mềm.
Nếu một con gấu có màu xanh và tròn, thì con gấu còn trẻ.
Nếu một con gấu chậm chạp và nhàm chán, thì con gấu lạnh.
Nếu một con gấu nhanh, thì con gấu sạch sẽ.
Nếu một con gấu có màu đỏ hoặc đẹp, thì con gấu là xấu.
Sự thật:
Con gấu nóng và xấu.
Những điều sau đây có thể được xác định về con gấu:”, Con gấu mềm.
“Nếu một con gấu trúc mạnh mẽ hoặc nhàm chán, thì gấu trúc có màu tím.
Nếu gấu trúc chậm, thì gấu trúc mềm.
Nếu một con gấu trúc xấu, thì gấu trúc tròn.
Nếu một con gấu trúc lạnh hoặc nhanh, thì gấu trúc rất đáng sợ.
Nếu một con gấu trúc có màu đỏ, thì gấu trúc hạnh phúc.
Sự thật:
Gấu trúc chậm và già.
Những điều sau đây có thể được xác định về gấu trúc:”, Gấu trúc mềm.
“Nếu một con bò có màu xanh lá cây hoặc tròn, thì con bò có màu xanh.
Nếu một con bò đáng sợ, thì con bò chậm.
Nếu một con bò nóng, thì con bò là tốt.
Nếu một con bò còn nhỏ, thì con bò nhanh.
Nếu một con bò lạnh và yếu, thì con bò nhàm chán.
Sự thật:
Con bò đáng sợ và có màu xanh.
Những điều sau đây có thể được xác định về con bò:”, Con bò chậm chạp.
“Nếu một con voi nhanh, thì con voi lạnh.
Nếu một con voi còn trẻ hoặc thông minh, thì con voi lớn.
Nếu một con voi đáng sợ và mạnh mẽ, thì con voi buồn.
Nếu một con voi mềm mại và đẹp, thì con voi sạch sẽ.
Nếu một con voi tròn và hạnh phúc, thì con voi đã già.
Sự thật:
Con voi còn trẻ và lạnh.
Những điều sau đây có thể được xác định về con voi:”, Con voi lớn.
“Nếu một bông hồng nóng, thì hoa hồng chậm.
Nếu một bông hồng yếu, thì hoa hồng rất đẹp.
Nếu một bông hồng nhanh, thì hoa hồng có màu đỏ.
Nếu một bông hồng tròn, thì hoa hồng nhỏ.
Nếu một bông hồng lạnh và to, thì hoa hồng mạnh mẽ.
Sự thật:
Hoa hồng mạnh mẽ và tròn.
Những điều sau đây có thể được xác định về hoa hồng:”, Hoa hồng nhỏ.
“Nếu Erin có màu đỏ hoặc xanh lá cây, thì Erin đã già.
Nếu Erin có màu xanh và sạch sẽ, thì Erin thật đẹp.
Nếu Erin buồn hay trẻ, thì Erin rất nhanh.
Nếu Erin nhàm chán, thì Erin là lớn.
Nếu Erin thông minh, thì Erin nóng bỏng.
Sự thật:
Erin xanh và trẻ.
Những điều sau đây có thể được xác định về Erin:”, Erin rất nhanh.
“Nếu một con thỏ nóng bỏng hoặc thông minh, thì thỏ có màu tím.
Nếu một con thỏ già hoặc màu xanh lá cây, thì thỏ tròn.
Nếu một con thỏ hạnh phúc hoặc đỏ, thì thỏ chậm.
Nếu một con thỏ mạnh mẽ, thì con thỏ rất đáng sợ.
Nếu một con thỏ xấu, thì thỏ còn trẻ.
Sự thật:
Con thỏ hạnh phúc và nhỏ bé.
Những điều sau đây có thể được xác định về con thỏ:”, Con thỏ chậm chạp.
“Nếu Erin sạch sẽ, thì Erin mềm mại.
Nếu Erin xấu hoặc xanh, thì Erin đã già.
Nếu Erin nóng và trẻ, thì Erin có màu xanh.
Nếu Erin mạnh mẽ, thì Erin rất đẹp.
Nếu Erin nhanh, thì Erin có màu tím.
Sự thật:
Erin tốt và mạnh mẽ.
Những điều sau đây có thể được xác định về Erin:”, Erin rất đẹp.
“Nếu một bông hoa hướng dương xấu hoặc thông minh, thì hoa hướng dương nóng.
Nếu một bông hoa hướng dương tốt và cũ, thì hoa hướng dương thật đáng sợ.
Nếu một bông hoa hướng dương tròn hoặc đẹp, thì hoa hướng dương buồn.
Nếu một bông hoa hướng dương hạnh phúc hoặc đỏ, thì hoa hướng dương nhỏ.
Nếu một bông hoa hướng dương to và nhàm chán, thì hoa hướng dương mềm.
Sự thật:
Hoa hướng dương thông minh và mạnh mẽ.
Những điều sau đây có thể được xác định về hoa hướng dương:”, Hoa hướng dương nóng.
“Nếu một bông hoa hướng dương có màu đỏ hoặc già, thì hoa hướng dương yếu.
Nếu một bông hoa hướng dương nhanh, thì hoa hướng dương có màu tím.
Nếu một bông hoa hướng dương là đáng sợ, thì hoa hướng dương là hạnh phúc.
Nếu một bông hoa hướng dương tròn hoặc nóng, thì hướng dương lạnh.
Nếu một bông hoa hướng dương có màu xanh, thì hoa hướng dương nhỏ.
Sự thật:
Hoa hướng dương rất đáng sợ và nhanh chóng.
Những điều sau đây có thể được xác định về hoa hướng dương:”, Hoa hướng dương có màu tím và hạnh phúc.
“Nếu một cây anh túc buồn, thì cây anh túc mềm.
Nếu một cây anh túc nhanh và đẹp, thì cây anh túc rất lớn.
Nếu một cây anh túc có màu tím, thì cây anh túc nóng.
Nếu một cây anh túc nhỏ, thì cây anh túc là thông minh.
Nếu một cây anh túc có màu xanh lá cây hoặc sạch, thì cây anh túc là tốt.
Sự thật:
Cây anh túc sạch sẽ và thông minh.
Những điều sau đây có thể được xác định về cây anh túc:”, Cây anh túc rất tốt.
“Nếu một bông hồng mạnh hay lạnh, thì hoa hồng buồn.
Nếu một bông hồng già và nhỏ, thì hoa hồng lớn.
Nếu một bông hồng mềm hoặc đẹp, thì hoa hồng có màu đỏ.
Nếu một bông hồng chậm, thì hoa hồng là xấu.
Nếu một bông hồng có màu xanh, thì hoa hồng tròn.
Sự thật:
Hoa hồng tốt và mềm mại.
Những điều sau đây có thể được xác định về hoa hồng:”, Hoa hồng có màu đỏ.
“Nếu một bông hồng đẹp hay nóng, thì hoa hồng là xấu.
Nếu một bông hồng thông minh, thì hoa hồng có màu xanh.
Nếu một bông hồng có màu tím hoặc hạnh phúc, thì hoa hồng chậm.
Nếu một bông hồng lạnh và tròn, thì hoa hồng mạnh mẽ.
Nếu một bông hồng còn trẻ, thì hoa hồng nhỏ.
Sự thật:
Hoa hồng thông minh và lạnh lùng.
Những điều sau đây có thể được xác định về hoa hồng:”, Hoa hồng có màu xanh lam.
“Nếu Dan yếu đuối, thì Dan còn trẻ.
Nếu Dan có màu xanh hoặc tròn, thì Dan là xấu.
Nếu Dan nhỏ và lạnh, thì Dan mềm.
Nếu Dan hạnh phúc, thì Dan sạch sẽ.
Nếu Dan đỏ, thì Dan buồn.
Sự thật:
Dan rất nhanh và hạnh phúc.
Những điều sau đây có thể được xác định về Dan:”, Dan sạch sẽ.
“Nếu một bông hồng già và chậm, thì hoa hồng sạch sẽ.
Nếu một bông hồng xấu và đáng sợ, thì hoa hồng hạnh phúc.
Nếu một bông hồng nhàm chán và lạnh lẽo, thì hoa hồng có màu xanh.
Nếu một bông hồng yếu, thì hoa hồng là tốt.
Nếu một bông hồng nóng, thì hoa hồng mềm mại.
Sự thật:
Hoa hồng nóng và đáng sợ.
Những điều sau đây có thể được xác định về hoa hồng:”, Hoa hồng mềm mại.
“Nếu một con sóc sạch sẽ, thì con sóc nhỏ.
Nếu một con sóc khỏe hoặc tốt, thì con sóc tròn.
Nếu một con sóc mềm, thì con sóc chậm.
Nếu một con sóc lớn hoặc nhàm chán, thì con sóc đã già.
Nếu một con sóc có màu tím, thì con sóc hạnh phúc.
Sự thật:
Con sóc có màu tím và xanh lá cây.
Những điều sau đây có thể được xác định về con sóc:”, Con sóc hạnh phúc.
“Nếu Frank yếu đuối và tốt, Frank là người mạnh mẽ.
Nếu Frank nhanh và xinh đẹp, thì Frank buồn.
Nếu Frank chậm và xanh, thì Frank thật nhàm chán.
Nếu Frank lạnh, thì Frank có màu tím.
Nếu Frank mềm hoặc già, thì Frank có màu xanh.
Sự thật:
Frank chậm và xanh.
Những điều sau đây có thể được xác định về Frank:”, Frank thật nhàm chán.
“Nếu Carol sạch sẽ hay mạnh mẽ, thì Carol rất buồn.
Nếu Carol nhỏ, thì Carol rất nhanh.
Nếu Carol có màu xanh lá cây, thì Carol có màu đỏ.
Nếu Carol chậm hoặc lớn, thì Carol có màu tím.
Nếu Carol lạnh lùng và đáng sợ, thì Carol có màu xanh.
Sự thật:
Carol xinh đẹp và chậm chạp.
Những điều sau đây có thể được xác định về Carol:”, Carol có màu tím.
“Nếu một cây bồ công anh hạnh phúc hay tốt, thì bồ công anh là thông minh.
Nếu bồ công anh có màu đỏ và tím, thì bồ công anh sạch sẽ.
Nếu bồ công anh nhanh, thì bồ công anh tròn.
Nếu một cây bồ công anh còn trẻ và xấu, thì bồ công anh mềm.
Nếu bồ công anh chậm, thì bồ công anh nóng.
Sự thật:
Bồ công anh hạnh phúc và xấu.
Những điều sau đây có thể được xác định về bồ công anh:”, Bồ công anh rất thông minh.
“Nếu Carol nóng hoặc xanh, thì Carol có màu đỏ.
Nếu Carol nhàm chán và to lớn, thì Carol thật đáng sợ.
Nếu Carol lạnh lùng hay xinh đẹp, thì Carol đã già.
Nếu Carol còn trẻ, thì Carol mềm mại.
Nếu Carol chậm, thì Carol yếu.
Sự thật:
Carol hạnh phúc và thông minh.
Những điều sau đây có thể được xác định về Carol:”, Không có gì.
“Nếu Bob to hoặc tím, thì Bob chậm chạp.
Nếu Bob già, thì Bob nhỏ.
Nếu Bob sạch sẽ, thì Bob thật đáng sợ.
Nếu Bob thông minh và mạnh mẽ, thì Bob buồn.
Nếu Bob là màu xanh lá cây, thì Bob là màu đỏ.
Sự thật:
Bob sạch sẽ và mạnh mẽ.
Những điều sau đây có thể được xác định về Bob:”, Bob thật đáng sợ.
“Nếu một bồ công anh hạnh phúc, thì bồ công anh là tốt.
Nếu một cây bồ công anh yếu, thì bồ công anh thật nhàm chán.
Nếu bồ công anh nóng hoặc thông minh, thì bồ công anh sạch sẽ.
Nếu một cây bồ công anh già hoặc lớn, thì bồ công anh có màu xanh lam.
Nếu một cây bồ công anh có màu xanh lá cây và nhỏ, thì bồ công anh chậm.
Sự thật:
Bồ công anh thông minh và to lớn.
Những điều sau đây có thể được xác định về bồ công anh:”, Bồ công anh sạch và có màu xanh.
“Nếu một con hươu cao cổ tốt, thì hươu cao cổ có màu đỏ.
Nếu một con hươu cao cổ có màu tím, thì hươu cao cổ mềm.
Nếu một con hươu cao cổ mạnh mẽ và thông minh, thì hươu cao cổ sạch sẽ.
Nếu một con hươu cao cổ xấu và hạnh phúc, thì hươu cao cổ tròn.
Nếu một con hươu cao cổ nhanh hay đẹp, thì hươu cao cổ buồn.
Sự thật:
Hươu cao cổ rất đẹp và tốt.
Những điều sau đây có thể được xác định về hươu cao cổ:”, Hươu cao cổ đỏ và buồn.
“Nếu một con hươu cao cổ còn trẻ và yếu, thì hươu cao cổ nhỏ.
Nếu một con hươu cao cổ tròn và màu tím, thì hươu cao cổ buồn.
Nếu một con hươu cao cổ có màu xanh lá cây và xấu, thì hươu cao cổ rất thông minh.
Nếu một con hươu cao cổ tốt và đáng sợ, thì hươu cao cổ đang hạnh phúc.
Nếu một con hươu cao cổ chậm, thì hươu cao cổ lạnh.
Sự thật:
Con hươu cao cổ chậm và to.
Những điều sau đây có thể được xác định về hươu cao cổ:”, Hươu cao cổ lạnh.
“Nếu một bông hồng thông minh, thì hoa hồng nóng.
Nếu một bông hồng nhàm chán, thì hoa hồng nhanh.
Nếu một bông hồng buồn, thì hoa hồng hạnh phúc.
Nếu một bông hồng đẹp, thì hoa hồng mềm mại.
Nếu một bông hồng nhỏ và xấu, thì hoa hồng yếu.
Sự thật:
Hoa hồng thông minh và mạnh mẽ.
Những điều sau đây có thể được xác định về hoa hồng:”, Hoa hồng nóng.
“Nếu một con thỏ yếu, thì thỏ là thông minh.
Nếu một con thỏ nhàm chán hoặc xấu, thì thỏ có màu tím.
Nếu một con thỏ tròn hoặc trẻ, thì thỏ chậm.
Nếu một con thỏ buồn, thì thỏ sạch sẽ.
Nếu một con thỏ mềm và già, thì thỏ có màu xanh lá cây.
Sự thật:
Con thỏ yếu đuối và đáng sợ.
Những điều sau đây có thể được xác định về con thỏ:”, Con thỏ thông minh.
“Nếu một con mèo tốt và chậm, thì con mèo tròn.
Nếu một con mèo có màu tím và nhàm chán, thì con mèo lớn.
Nếu một con mèo đã già, thì con mèo thông minh.
Nếu một con mèo xấu hoặc yếu, thì con mèo hạnh phúc.
Nếu một con mèo lạnh, thì con mèo có màu xanh.
Sự thật:
Con mèo to và mạnh mẽ.
Những điều sau đây có thể được xác định về con mèo:”, Không có gì.
“Nếu một con nhím thông minh, thì con nhím có màu xanh lá cây.
Nếu một con nhím tròn, thì con nhím nhỏ.
Nếu một con nhím sạch sẽ, thì con nhím rất mạnh.
Nếu một con nhím tốt và buồn, thì con nhím là xấu.
Nếu một con nhím nhanh và trẻ, thì con nhím chậm.
Sự thật:
Con nhím còn trẻ và nóng bỏng.
Những điều sau đây có thể được xác định về con nhím:”, Không có gì.
“Nếu Erin mạnh mẽ và tròn trịa, thì Erin thật xinh đẹp.
Nếu Erin đỏ và mềm, thì Erin còn trẻ.
Nếu Erin xấu và đáng sợ, thì Erin chậm chạp.
Nếu Erin hạnh phúc, thì Erin đã già.
Nếu Erin sạch sẽ, thì Erin nóng.
Sự thật:
Erin to và mềm.
Những điều sau đây có thể được xác định về Erin:”, Không có gì.
“Nếu một con chuột tròn, thì con chuột rất đáng sợ.
Nếu một con chuột có màu tím hoặc lớn, thì con chuột hạnh phúc.
Nếu một con chuột thông minh hoặc trẻ, thì chuột lạnh.
Nếu một con chuột sạch sẽ và đẹp, thì con chuột mạnh mẽ.
Nếu một con chuột đã cũ, thì chuột có màu xanh lá cây.
Sự thật:
Con chuột nhàm chán và to lớn.
Những điều sau đây có thể được xác định về con chuột:”, Con chuột hạnh phúc.
“Nếu một con nhím tốt hoặc màu xanh, thì con nhím rất đáng sợ.
Nếu một con nhím nhỏ, thì con nhím thật nhàm chán.
Nếu một con nhím nóng, thì con nhím tròn.
Nếu một con nhím mềm, thì con nhím lớn.
Nếu một con nhím có màu tím, thì con nhím sạch sẽ.
Sự thật:
Con nhím có màu xanh và già.
Những điều sau đây có thể được xác định về con nhím:”, Con nhím thật đáng sợ.
“Nếu một con hươu cao cổ có màu xanh lá cây, thì hươu cao cổ sạch sẽ.
Nếu một con hươu cao cổ mạnh mẽ, thì hươu cao cổ lớn.
Nếu một con hươu cao cổ yếu hoặc thông minh, thì hươu cao cổ là tốt.
Nếu một con hươu cao cổ nhàm chán, thì hươu cao cổ buồn.
Nếu một con hươu cao cổ nhanh hoặc đỏ, thì hươu cao cổ mềm.
Sự thật:
Hươu cao cổ mềm mại và trẻ trung.
Những điều sau đây có thể được xác định về hươu cao cổ:”, Không có gì.
“Nếu một cái cây nhỏ và tốt, thì cây có màu tím.
Nếu một cây thông minh hoặc lạnh, thì cây lớn.
Nếu một cây mềm, thì cây buồn.
