question, target
“Nếu một bông hoa hướng dương đẹp, thì hoa hướng dương có màu xanh lá cây.
Nếu một bông hoa hướng dương già và buồn, thì hoa hướng dương nóng.
Nếu một bông hoa hướng dương nhỏ và thông minh, thì hoa hướng dương còn trẻ.
Nếu một bông hoa hướng dương nhanh và đỏ, thì hoa hướng dương có hình tròn.
Nếu một bông hoa hướng dương to hoặc đáng sợ, thì hoa hướng dương thật nhàm chán.
Sự thật:,
Hoa hướng dương rất đáng sợ và to lớn.,
Những điều sau đây có thể được xác định về hoa hướng dương:”, Hoa hướng dương thật nhàm chán.
“Nếu Carol tròn trịa hoặc hạnh phúc, thì Carol có màu xanh lam.
Nếu Carol buồn và đáng sợ, thì Carol còn trẻ.
Nếu Carol có màu tím hoặc mềm, thì Carol là tốt.
Nếu Carol sạch sẽ và xinh đẹp, thì Carol rất thông minh.
Nếu Carol xấu, thì Carol có màu đỏ.
Sự thật:,
Carol đã già và xấu.,
Những điều sau đây có thể được xác định về Carol:”, Carol có màu đỏ.
“Nếu một con hổ to hoặc nóng, thì con hổ còn trẻ.
Nếu một con hổ chậm, thì con hổ rất nhanh.
Nếu một con hổ nhỏ, thì con hổ là nhàm chán.
Nếu một con hổ buồn bã hoặc yếu đuối, thì con hổ mềm mại.
Nếu một con hổ có màu tím và mạnh mẽ, thì con hổ thật đáng sợ.
Sự thật:,
Con hổ còn trẻ và xấu.,
Những điều sau đây có thể được xác định về con hổ:”, Không có gì.
“Nếu Dan có màu tím, thì Dan nhỏ.
Nếu Dan nhàm chán, thì Dan đáng sợ.
Nếu Dan già hoặc sạch sẽ, thì Dan buồn.
Nếu Dan lạnh và tốt, thì Dan nóng.
Nếu Dan xinh đẹp hay thông minh, thì Dan là màu xanh.
Sự thật:,
Dan nhàm chán và nhanh nhẹn.,
Những điều sau đây có thể được xác định về Dan:”, Dan thật đáng sợ.
“Nếu Alice thông minh, thì Alice nhỏ bé.
Nếu Alice có màu xanh, thì Alice nóng.
Nếu Alice nhàm chán hoặc hạnh phúc, thì Alice tròn trịa.
Nếu Alice có màu xanh lá cây, thì Alice rất đẹp.
Nếu Alice buồn và trẻ, thì Alice lạnh lùng.
Sự thật:,
Alice thật nhàm chán và to lớn.,
Những điều sau đây có thể được xác định về Alice:”, Alice tròn.
“Nếu một con sư tử vui và buồn, thì sư tử có màu xanh.
Nếu một con sư tử mạnh mẽ, thì sư tử tròn.
Nếu một con sư tử xấu, thì sư tử có màu tím.
Nếu một con sư tử chậm, thì sư tử lạnh.
Nếu một con sư tử nóng, thì sư tử là thông minh.
Sự thật:,
Con sư tử chậm và đỏ.,
Những điều sau đây có thể được xác định về sư tử:”, Sư tử lạnh.
“Nếu Carol hạnh phúc hoặc xanh da trời, thì Carol đã già.
Nếu Carol xanh và buồn, thì Carol tròn.
Nếu Carol đáng sợ hoặc thông minh, thì Carol là tốt.
Nếu Carol nhàm chán, thì Carol yếu.
Nếu Carol đỏ và nhỏ, thì Carol lạnh.
Sự thật:,
Carol nóng bỏng và hạnh phúc.,
Những điều sau đây có thể được xác định về Carol:”, Carol đã già.
“Nếu Dan lạnh lùng, thì Dan là người xấu.
Nếu Dan đẹp, thì Dan nhanh nhẹn.
Nếu Dan buồn, thì Dan đáng sợ.
Nếu Dan có màu đỏ và tốt, thì Dan có màu tím.
Nếu Dan yếu, thì Dan mạnh mẽ.
Sự thật:,
Dan to và đỏ.,
Những điều sau đây có thể được xác định về Dan:”, Không có gì.
“Nếu một con hổ tròn, thì con hổ sạch sẽ.
Nếu một con hổ nhỏ, thì con hổ thật đáng sợ.
Nếu một con hổ buồn hoặc màu xanh, thì con hổ có màu tím.
Nếu một con hổ lạnh và nóng, thì con hổ rất đẹp.
Nếu một con hổ chậm hoặc tốt, thì con hổ yếu.
Sự thật:,
Con hổ buồn và tốt.,
Những điều sau đây có thể được xác định về con hổ:”, Con hổ có màu tím và yếu.
“Nếu một con sóc lạnh, thì sóc là tốt.
Nếu một con sóc chậm hoặc yếu, thì con sóc đã già.
Nếu một con sóc có màu xanh lá cây, thì con sóc có màu xanh lam.
Nếu một con sóc nhàm chán, thì con sóc là thông minh.
Nếu một con sóc nhanh và có màu tím, thì con sóc nhỏ.
Sự thật:,
Con sóc to và nhàm chán.,
Những điều sau đây có thể được xác định về con sóc:”, Con sóc thông minh.
“Nếu một con bò có màu đỏ, thì con bò là tốt.
Nếu một con bò đẹp hay nhỏ, thì con bò chậm.
Nếu một con bò già, thì con bò nhanh.
Nếu một con bò có màu xanh lá cây, thì con bò tròn.
Nếu một con bò nhàm chán, thì con bò là thông minh.
Sự thật:,
Con bò mềm và có màu xanh.,
Những điều sau đây có thể được xác định về con bò:”, Không có gì.
“Nếu Carol còn trẻ hay thông minh, thì Carol sẽ chậm chạp.
Nếu Carol lớn hay tốt, thì Carol nhỏ.
Nếu Carol nhàm chán hoặc mềm mại, thì Carol nóng.
Nếu Carol xấu và sạch sẽ, thì Carol buồn.
Nếu Carol lạnh lùng và xinh đẹp, thì Carol có màu đỏ.
Sự thật:,
Carol xinh đẹp và trẻ trung.,
Những điều sau đây có thể được xác định về Carol:”, Carol chậm chạp.
“Nếu một bông hoa hướng dương xấu hay nhỏ, thì hoa hướng dương lớn.
Nếu một bông hoa hướng dương có màu xanh và sạch, thì hướng dương chậm.
Nếu một bông hoa hướng dương là tốt, thì hoa hướng dương mạnh mẽ.
Nếu một bông hoa hướng dương lạnh và tròn, thì hoa hướng dương còn non.
Nếu một bông hoa hướng dương đã già, thì hoa hướng dương yếu.
Sự thật:,
Hoa hướng dương có màu tím và đẹp.,
Những điều sau đây có thể được xác định về hoa hướng dương:”, Không có gì.
“Nếu một cây anh túc có màu xanh, thì cây anh túc rất đẹp.
Nếu một cây anh túc nóng, thì cây anh túc có màu xanh lá cây.
Nếu một cây anh túc tốt hoặc màu tím, thì cây anh túc rất đáng sợ.
Nếu một cây anh túc tròn, thì cây anh túc có màu đỏ.
Nếu một cây anh túc nhanh, thì cây anh túc lớn.
Sự thật:,
Cây anh túc xấu và nhanh.,
Những điều sau đây có thể được xác định về cây anh túc:”, Cây anh túc lớn.
“Nếu Frank nhanh nhẹn, Frank đã già rồi.
Nếu Frank là màu xanh, thì Frank hạnh phúc.
Nếu Frank nhỏ, thì Frank sạch sẽ.
Nếu Frank lớn, thì Frank nóng bỏng.
Nếu Frank buồn, thì Frank tròn.
Sự thật:,
Frank có màu xanh và nhỏ.,
Những điều sau đây có thể được xác định về Frank:”, Frank hạnh phúc và sạch sẽ.
“Nếu một con gấu trúc mạnh mẽ hoặc nóng bỏng, thì gấu trúc có màu tím.
Nếu một con gấu trúc buồn, thì gấu trúc còn trẻ.
Nếu một con gấu trúc có màu đỏ, thì gấu trúc đang hạnh phúc.
Nếu một con gấu trúc tròn, thì gấu trúc lớn.
Nếu một con gấu trúc chậm và yếu, thì gấu trúc có màu xanh.
Sự thật:,
Gấu trúc nhỏ và tròn.,
Những điều sau đây có thể được xác định về gấu trúc:”, Gấu trúc lớn.
“Nếu Bob tròn trịa, thì Bob thật tệ.
Nếu Bob đáng sợ, thì Bob rất nóng bỏng.
Nếu Bob yếu, thì Bob là màu xanh.
Nếu Bob buồn, thì Bob chậm.
Nếu Bob hạnh phúc hoặc màu tím, thì Bob còn trẻ.
Sự thật:,
Bob thật nhàm chán và đáng sợ.,
Những điều sau đây có thể được xác định về Bob:”, Bob nóng bỏng.
“Nếu một con hà mã tốt và có màu xanh, thì hà mã đã già.
Nếu một con hà mã nhàm chán hoặc trẻ trung, thì hà mã rất đẹp.
Nếu một con hà mã nhỏ, thì hà mã có màu đỏ.
Nếu một con hà mã chậm và tròn, thì hà mã là thông minh.
Nếu một con hà mã yếu, thì hà mã có màu xanh lá cây.
Sự thật:,
Hà mã nhỏ và lạnh.,
Những điều sau đây có thể được xác định về hà mã:”, Hà mã có màu đỏ.
“Nếu Carol xấu và thông minh, thì Carol còn trẻ.
Nếu Carol mềm, thì Carol có màu xanh lá cây.
Nếu Carol to và đỏ, thì Carol nhỏ.
Nếu Carol tốt và xanh, thì Carol hạnh phúc.
Nếu Carol nhàm chán, thì Carol có màu tím.
Sự thật:,
Carol già và đáng sợ.,
Những điều sau đây có thể được xác định về Carol:”, Không có gì.
“Nếu một con mèo có màu đỏ, thì con mèo có màu xanh lá cây.
Nếu một con mèo xấu hoặc tròn, thì con mèo mềm mại.
Nếu một con mèo đẹp, thì con mèo yếu.
Nếu một con mèo nhỏ, thì con mèo lớn.
Nếu một con mèo mạnh mẽ và nhàm chán, thì con mèo sạch sẽ.
Sự thật:,
Con mèo buồn và xinh đẹp.,
Những điều sau đây có thể được xác định về con mèo:”, Con mèo yếu.
“Nếu một con sư tử lớn hoặc hạnh phúc, thì sư tử chậm chạp.
Nếu một con sư tử nhanh, thì sư tử rất đẹp.
Nếu một con sư tử yếu, thì sư tử là xấu.
Nếu một con sư tử tròn và nhàm chán, thì sư tử có màu xanh lá cây.
Nếu một con sư tử lạnh, thì sư tử mềm.
Sự thật:,
Con sư tử có màu xanh và nhanh.,
Những điều sau đây có thể được xác định về sư tử:”, Sư tử rất đẹp.
“Nếu chó nóng, thì chó yếu.
Nếu chó có màu xanh hoặc to, thì chó là tốt.
Nếu chó nhanh, thì chó bị lạnh.
Nếu một chú chó hạnh phúc, thì chú chó buồn.
Nếu chó khỏe hoặc đỏ, thì chó có màu xanh lá cây.
Sự thật:,
Chú chó đã già và to.,
Những điều sau đây có thể được xác định về chó:”, Chó tốt.
“Nếu một bông hoa hướng dương có màu xanh lá cây và sạch sẽ, thì hoa hướng dương hạnh phúc.
Nếu một bông hoa hướng dương mạnh hoặc trẻ, thì hoa hướng dương có màu xanh lam.
Nếu một bông hoa hướng dương có màu tím và nóng, thì hoa hướng dương thật đáng sợ.
Nếu một bông hoa hướng dương mềm, thì hoa hướng dương nhỏ.
Nếu một bông hoa hướng dương lạnh, thì hướng dương là xấu.
Sự thật:,
Hoa hướng dương đáng sợ và trẻ trung.,
Những điều sau đây có thể được xác định về hoa hướng dương:”, Hoa hướng dương có màu xanh lam.
“Nếu một bông hoa hướng dương thông minh và chậm chạp, thì hoa hướng dương yếu.
Nếu một bông hoa hướng dương đẹp, thì hoa hướng dương mềm mại.
Nếu một bông hoa hướng dương già và nóng, thì hoa hướng dương là hạnh phúc.
Nếu một bông hoa hướng dương có màu tím và lớn, thì hoa hướng dương buồn.
Nếu một bông hoa hướng dương sạch, thì hoa hướng dương thật đáng sợ.
Sự thật:,
Hoa hướng dương là tốt và hạnh phúc.,
Những điều sau đây có thể được xác định về hoa hướng dương:”, Không có gì.
“Nếu một con hổ yếu đuối hoặc thông minh, thì con hổ rất đẹp.
Nếu một con hổ chậm hoặc xấu, thì con hổ tròn.
Nếu một con hổ lạnh lùng và mạnh mẽ, thì con hổ nhỏ.
Nếu một con hổ có màu tím, thì con hổ nóng.
Nếu một con hổ nhanh và đỏ, thì con hổ là tốt.
Sự thật:,
Con hổ thông minh và lạnh lùng.,
Những điều sau đây có thể được xác định về con hổ:”, Con hổ rất đẹp.
“Nếu một con hổ già, thì con hổ rất nhanh.
Nếu một con hổ chậm và có màu tím, thì con hổ có màu đỏ.
Nếu một con hổ tốt và mạnh mẽ, thì con hổ có màu xanh.
Nếu một con hổ còn trẻ, thì con hổ lạnh.
Nếu một con hổ nhàm chán hoặc đáng sợ, thì con hổ có màu xanh lá cây.
Sự thật:,
Con hổ buồn và lạnh.,
Những điều sau đây có thể được xác định về con hổ:”, Không có gì.
“Nếu Carol có màu xanh lá cây, thì Carol sạch sẽ.
Nếu Carol hạnh phúc hay thông minh, thì Carol là người lớn.
Nếu Carol nóng, thì Carol có màu đỏ.
Nếu Carol lạnh lùng hoặc nhàm chán, thì Carol có màu tím.
Nếu Carol còn trẻ, thì Carol là xấu.
Sự thật:,
Carol thật đáng sợ và già nua.,
Những điều sau đây có thể được xác định về Carol:”, Không có gì.
“Nếu một con gấu đẹp hoặc đáng sợ, thì con gấu hạnh phúc.
Nếu một con gấu mềm, thì con gấu đã già.
Nếu một con gấu có màu tím hoặc xấu, thì con gấu có màu đỏ.
Nếu một con gấu nóng, thì con gấu rất nhanh.
Nếu một con gấu có màu xanh hoặc yếu, thì con gấu lạnh.
Sự thật:,
Con gấu tròn và xấu.,
Những điều sau đây có thể được xác định về con gấu:”, Con gấu màu đỏ.
“Nếu một con sư tử có màu xanh lá cây và nhỏ, thì sư tử có màu xanh.
Nếu một con sư tử chậm, thì sư tử hạnh phúc.
Nếu một con sư tử còn nhỏ, thì sư tử buồn.
Nếu một con sư tử yếu, thì sư tử nhanh nhẹn.
Nếu một con sư tử sạch sẽ và thông minh, thì sư tử là đẹp.
Sự thật:,
Sư tử chậm và xanh.,
Những điều sau đây có thể được xác định về sư tử:”, Sư tử hạnh phúc.
“Nếu một bông hoa hướng dương lớn, thì hoa hướng dương có màu tím.
Nếu một bông hoa hướng dương đẹp, thì hoa hướng dương buồn.
Nếu một bông hoa hướng dương chậm và mạnh, thì hướng dương nóng.
Nếu một bông hoa hướng dương đã cũ, thì hoa hướng dương sạch sẽ.
Nếu một bông hoa hướng dương đáng sợ hoặc màu xanh, thì hoa hướng dương nhỏ.
Sự thật:,
Hoa hướng dương già và nhanh.,
Những điều sau đây có thể được xác định về hoa hướng dương:”, Hướng dương sạch.
“Nếu một chú chó nhàm chán hoặc già nua, thì chó rất mạnh mẽ.
Nếu một chú chó đẹp hay buồn, thì chó rất nóng.
Nếu một chú chó xấu và hạnh phúc, thì chó có màu xanh lá cây.
Nếu chó sạch sẽ và nhanh chóng, thì chó bị lạnh.
Nếu chó có hình tròn và màu tím, thì chó chậm chạp.
Sự thật:,
Chó đã già và xanh.,
Những điều sau đây có thể được xác định về chó:”, Chó mạnh mẽ.
“Nếu một con hổ đẹp, thì con hổ hạnh phúc.
Nếu một con hổ chậm, thì con hổ tròn.
Nếu một con hổ đáng sợ và buồn bã, thì con hổ là xấu.
Nếu một con hổ lạnh lùng và thông minh, thì con hổ mềm mại.
Nếu một con hổ nhỏ, thì con hổ rất nhanh.
Sự thật:,
Con hổ thật đáng sợ và xinh đẹp.,
Những điều sau đây có thể được xác định về con hổ:”, Con hổ vui vẻ.
“Nếu một con sư tử mềm hay già, thì sư tử sạch sẽ.
Nếu một con sư tử nhanh và buồn, thì sư tử rất đẹp.
Nếu một con sư tử hạnh phúc và đáng sợ, thì sư tử là thông minh.
Nếu một con sư tử chậm, thì sư tử có màu xanh.
Nếu một con sư tử nóng và yếu, thì sư tử có màu đỏ.
Sự thật:,
Sư tử mềm mại và tốt.,
Những điều sau đây có thể được xác định về sư tử:”, Sư tử sạch sẽ.
“Nếu một bông hồng lạnh, thì hoa hồng thật nhàm chán.
Nếu một bông hồng xấu, thì hoa hồng thật đáng sợ.
Nếu một bông hồng già, thì hoa hồng có màu xanh.
Nếu một bông hồng đẹp và xanh, thì hoa hồng còn trẻ.
Nếu một bông hồng nhỏ, thì hoa hồng hạnh phúc.
Sự thật:,
Hoa hồng nhàm chán và đỏ.,
Những điều sau đây có thể được xác định về hoa hồng:”, Không có gì.
“Nếu Alice sạch sẽ, thì Alice rất thông minh.
Nếu Alice buồn hay tốt, thì Alice rất đẹp.
Nếu Alice đáng sợ và xấu, thì Alice có màu xanh lá cây.
Nếu Alice có màu xanh và hạnh phúc, thì Alice yếu đuối.
Nếu Alice mạnh mẽ, thì Alice là lớn.
Sự thật:,
Alice là tốt và màu xanh.,
Những điều sau đây có thể được xác định về Alice:”, Alice rất đẹp.
“Nếu Frank giỏi, thì Frank là màu xanh lá cây.
Nếu Frank mềm, thì Frank có màu đỏ.
Nếu Frank to hay nóng, thì Frank lạnh.
Nếu Frank già, thì Frank mạnh mẽ.
Nếu Frank nhàm chán, thì Frank là xấu.
Sự thật:,
Frank hạnh phúc và già nua.,
Những điều sau đây có thể được xác định về Frank:”, Frank mạnh mẽ.
“Nếu một con hà mã có màu đỏ, thì hà mã lạnh.
Nếu một con hà mã sạch hoặc tròn, thì hà mã là tốt.
Nếu một con hà mã buồn hoặc mềm, thì hà mã có màu tím.
Nếu một con hà mã yếu hoặc nhỏ, thì hà mã là xấu.
Nếu một con hà mã nhàm chán và đáng sợ, thì hà mã rất đẹp.
Sự thật:,
Con hà mã thông minh và buồn bã.,
Những điều sau đây có thể được xác định về hà mã:”, Hà mã có màu tím.
“Nếu bồ công anh nóng, thì bồ công anh hạnh phúc.
Nếu một cây bồ công anh mạnh, thì bồ công anh đã già.
Nếu bồ công anh lạnh hoặc chậm, thì bồ công anh rất đáng sợ.
Nếu bồ công anh có màu xanh lá cây và đỏ, thì bồ công anh rất nhanh.
Nếu một cây bồ công anh có màu tím và buồn, thì bồ công anh rất đẹp.
Sự thật:,
Bồ công anh chậm và lạnh.,
Những điều sau đây có thể được xác định về bồ công anh:”, Bồ công anh thật đáng sợ.
“Nếu một con chuột mềm, thì con chuột còn trẻ.
Nếu một con chuột hạnh phúc, thì con chuột nóng.
Nếu một con chuột lạnh và nhàm chán, thì con chuột thật đáng sợ.
Nếu chuột nhanh, thì chuột có màu đỏ.
Nếu một con chuột nhỏ, thì con chuột tròn.
Sự thật:,
Chuột mềm và xanh.,
Những điều sau đây có thể được xác định về con chuột:”, Con chuột còn nhỏ.
“Nếu một con hươu cao cổ có màu xanh và trẻ, thì hươu cao cổ mềm mại.
Nếu một con hươu cao cổ có màu đỏ hoặc đẹp, thì hươu cao cổ rất mạnh.
Nếu một con hươu cao cổ chậm chạp và hạnh phúc, thì hươu cao cổ nhỏ.
Nếu một con hươu cao cổ xấu, thì hươu cao cổ tròn.
Nếu một con hươu cao cổ đã già, thì hươu cao cổ lớn.
Sự thật:,
Hươu cao cổ có màu đỏ và nhanh.,
Những điều sau đây có thể được xác định về hươu cao cổ:”, Hươu cao cổ rất mạnh.
“Nếu một con mèo có màu xanh hoặc màu xanh lá cây, thì con mèo còn nhỏ.
Nếu một con mèo chậm hoặc buồn, thì con mèo đang nhàm chán.
Nếu một con mèo nóng, thì con mèo lạnh.
Nếu một con mèo tròn, thì con mèo nhỏ.
Nếu một con mèo yếu và xấu, thì con mèo thông minh.
Sự thật:,
Con mèo mạnh mẽ và xanh lá cây.,
Những điều sau đây có thể được xác định về con mèo:”, Con mèo còn nhỏ.
“Nếu Alice mềm yếu hay đáng sợ, thì Alice tròn trịa.
Nếu Alice có màu xanh, thì Alice nóng.
Nếu Alice có màu tím, thì Alice thông minh.
Nếu Alice to hay lạnh, thì Alice là tốt.
Nếu Alice đỏ, thì Alice chậm chạp.
Sự thật:,
Alice có màu xanh lá cây và tròn.,
Những điều sau đây có thể được xác định về Alice:”, Không có gì.
“Nếu Alice tròn, thì Alice nhỏ bé.
Nếu Alice già hay trẻ, thì Alice yếu đuối.
Nếu Alice nhàm chán và mạnh mẽ, thì Alice là xấu.
Nếu Alice nhanh hay tốt, thì Alice có màu đỏ.
Nếu Alice to hoặc lạnh, thì Alice sạch sẽ.
Sự thật:,
Alice già và chậm chạp.,
Những điều sau đây có thể được xác định về Alice:”, Alice yếu.
“Nếu Bob xinh đẹp và đáng sợ, thì Bob chậm chạp.
Nếu Bob to hoặc đỏ, thì Bob hạnh phúc.
Nếu Bob tốt hay xấu, thì Bob tròn trịa.
Nếu Bob mềm yếu hay già, thì Bob buồn.
Nếu Bob nhanh nhẹn, thì Bob còn trẻ.
Sự thật:,
Bob nóng và mềm.,
Những điều sau đây có thể được xác định về Bob:”, Bob buồn.
“Nếu một con chuột thông minh hay xấu, thì con chuột rất nhanh.
Nếu một con chuột còn trẻ và yếu, thì chuột mềm.
Nếu một con chuột nóng, thì con chuột buồn.
Nếu một con chuột có màu đỏ hoặc đáng sợ, thì con chuột nhỏ.
Nếu một con chuột tốt và lớn, thì con chuột có màu tím.
Sự thật:,
Con chuột có màu đỏ và chậm.,
Những điều sau đây có thể được xác định về con chuột:”, Con chuột nhỏ.
“Nếu một con hà mã xanh và nóng, thì hà mã buồn.
Nếu một con hà mã hạnh phúc, thì hà mã mềm mại.
Nếu một con hà mã còn trẻ, thì hà mã chậm.
Nếu một con hà mã có màu xanh và lớn, thì hà mã là thông minh.
Nếu một con hà mã có màu đỏ hoặc nhàm chán, thì hà mã rất mạnh.
Sự thật:,
Hà mã tròn và to.,
Những điều sau đây có thể được xác định về hà mã:”, Không có gì.
“Nếu Alice tròn trịa hay đáng sợ, thì Alice thật xinh đẹp.
Nếu Alice nhàm chán, thì Alice đã già.
Nếu Alice xấu hay nhỏ, thì Alice sạch sẽ.
Nếu Alice có màu xanh lá cây hoặc hạnh phúc, thì Alice thông minh.
Nếu Alice mềm mại và buồn bã, thì Alice có màu đỏ.
Sự thật:,
Alice thật nhàm chán và mạnh mẽ.,
Những điều sau đây có thể được xác định về Alice:”, Alice đã già.
“Nếu một con hổ có màu xanh, thì con hổ thật đáng sợ.
Nếu một con hổ có màu tím và xanh lá cây, thì con hổ sạch sẽ.
Nếu một con hổ nhàm chán hoặc nóng, thì con hổ lớn.
Nếu một con hổ nhanh, thì con hổ nhỏ.
Nếu một con hổ thông minh và buồn bã, thì con hổ là tốt.
Sự thật:,
Con hổ có màu xanh và nhanh.,
Những điều sau đây có thể được xác định về con hổ:”, Con hổ đáng sợ và nhỏ bé.
“Nếu Carol yếu đuối hoặc thông minh, thì Carol là người lớn.
Nếu Carol chậm, thì Carol có màu xanh.
Nếu Carol có màu tím, thì Carol còn trẻ.
Nếu Carol đáng sợ và buồn bã, thì Carol mềm yếu.
Nếu Carol nóng, thì Carol có màu đỏ.
Sự thật:,
Carol đẹp và có màu tím.,
Những điều sau đây có thể được xác định về Carol:”, Carol còn trẻ.
“Nếu một con gấu xấu và già, thì con gấu tròn.
Nếu một con gấu đẹp hoặc đáng sợ, thì con gấu là tốt.
Nếu một con gấu nhàm chán, thì con gấu mềm mại.
Nếu một con gấu có màu xanh, thì con gấu có màu xanh lá cây.
Nếu một con gấu có màu tím, thì con gấu buồn.
Sự thật:,
Con gấu đáng sợ và thông minh.,
Những điều sau đây có thể được xác định về con gấu:”, Con gấu tốt.
“Nếu Bob nhàm chán hoặc đỏ, thì Bob lạnh lùng.
Nếu Bob xanh và trẻ, thì Bob buồn.
Nếu Bob nóng bỏng hay xinh đẹp, thì Bob chậm chạp.
Nếu Bob nhỏ hoặc tím, thì Bob hạnh phúc.
Nếu Bob xấu, thì Bob thật đáng sợ.
Sự thật:,
Bob tròn trịa và nhàm chán.,
Những điều sau đây có thể được xác định về Bob:”, Bob lạnh lùng.
“Nếu một con hổ là tốt, thì con hổ còn trẻ.
Nếu một con hổ tròn và đẹp, thì con hổ thật đáng sợ.
Nếu một con hổ đã già, thì con hổ nóng.
Nếu một con hổ có màu đỏ, thì con hổ sạch sẽ.
Nếu một con hổ hạnh phúc, thì con hổ là xấu.
Sự thật:,
Con hổ hạnh phúc và mềm mại.,
Những điều sau đây có thể được xác định về con hổ:”, Con hổ xấu.
“Nếu Carol xinh đẹp, thì Carol là người thông minh.
Nếu Carol tốt và mạnh mẽ, thì Carol rất nhanh.
Nếu Carol còn trẻ, thì Carol có màu tím.
Nếu Carol tròn hoặc xanh, thì Carol nóng.
Nếu Carol có màu đỏ, thì Carol mềm.
Sự thật:,
Carol còn trẻ và hạnh phúc.,
Những điều sau đây có thể được xác định về Carol:”, Carol có màu tím.
“Nếu một con hươu cao cổ khỏe hoặc tốt, thì hươu cao cổ có màu xanh lá cây.
Nếu một con hươu cao cổ còn trẻ hoặc tròn, thì hươu cao cổ chậm.
Nếu một con hươu cao cổ buồn hoặc to, thì hươu cao cổ có màu tím.
Nếu một con hươu cao cổ đáng sợ, thì hươu cao cổ sạch sẽ.
Nếu một con hươu cao cổ nhỏ hoặc hạnh phúc, thì hươu cao cổ rất thông minh.
Sự thật:,
Con hươu cao cổ hạnh phúc và tròn trịa.,
Những điều sau đây có thể được xác định về hươu cao cổ:”, Hươu cao cổ chậm chạp và thông minh.
“Nếu một chú chó nhàm chán, thì chó là tốt.
Nếu chó có màu đỏ, thì chó có màu xanh.
Nếu một chú chó lớn và hạnh phúc, thì chú chó buồn.
Nếu chó xấu hoặc yếu, thì chó nhỏ.
Nếu chó tròn hoặc mềm, thì chó còn nhỏ.
Sự thật:,
Chú chó còn trẻ và nhàm chán.,
Những điều sau đây có thể được xác định về chó:”, Chó tốt.
“Nếu bồ công anh tốt và xấu, thì bồ công anh lạnh.
Nếu một cây bồ công anh đẹp và hạnh phúc, thì bồ công anh nhỏ.
Nếu bồ công anh mạnh hoặc tròn, thì bồ công anh nóng.
Nếu một cây bồ công anh buồn, thì bồ công anh có màu xanh.
Nếu bồ công anh chậm, thì bồ công anh mềm.
Sự thật:,
Bồ công anh mềm và nhỏ.,
Những điều sau đây có thể được xác định về bồ công anh:”, Không có gì.
“Nếu một bông hồng mạnh mẽ, thì hoa hồng là đẹp.
Nếu một bông hồng buồn, thì hoa hồng nhanh.
Nếu một bông hồng có màu xanh hoặc thông minh, thì hoa hồng nóng.
Nếu một bông hồng còn trẻ, thì hoa hồng hạnh phúc.
Nếu một bông hồng có màu xanh lá cây, thì hoa hồng lạnh.
Sự thật:,
Hoa hồng xấu và xanh.,
Những điều sau đây có thể được xác định về hoa hồng:”, Hoa hồng lạnh.
“Nếu Carol nhàm chán, thì Carol có màu tím.
Nếu Carol có màu xanh lá cây, thì Carol đã già.
Nếu Carol đẹp, thì Carol là tốt.
Nếu Carol nóng và nhỏ, thì Carol mạnh mẽ.
Nếu Carol đáng sợ và đỏ, thì Carol yếu đuối.
Sự thật:,
Carol nhàm chán và yếu đuối.,
Những điều sau đây có thể được xác định về Carol:”, Carol có màu tím.
“Nếu Frank hạnh phúc và mềm yếu, thì Frank yếu đuối.
Nếu Frank buồn, thì Frank nhỏ bé.
Nếu Frank nhàm chán hoặc xanh lá cây, thì Frank thật đáng sợ.
Nếu Frank nóng bỏng, thì Frank đã già.
Nếu Frank thông minh hay nhanh nhẹn, thì Frank là người lớn.
Sự thật:,
Frank thông minh và tròn trịa.,
Những điều sau đây có thể được xác định về Frank:”, Frank rất lớn.
“Nếu Erin còn trẻ và mạnh mẽ, thì Erin rất nhanh.
Nếu Erin yếu, thì Erin là xấu.
Nếu Erin già hay xinh đẹp, thì Erin lạnh lùng.
Nếu Erin có màu đỏ, thì Erin nóng.
Nếu Erin thông minh và hạnh phúc, thì Erin chậm chạp.
Sự thật:,
Erin to và đỏ.,
Những điều sau đây có thể được xác định về Erin:”, Erin nóng bỏng.
“Nếu một con sư tử xấu hoặc lạnh, thì sư tử có màu xanh.
Nếu một con sư tử to và yếu, thì sư tử hạnh phúc.
Nếu một con sư tử chậm chạp và đáng sợ, thì sư tử có màu đỏ.
Nếu một con sư tử có màu tím và mạnh mẽ, thì sư tử thật nhàm chán.
Nếu một con sư tử tốt hoặc thông minh, thì sư tử có màu xanh lá cây.
Sự thật:,
Sư tử lớn và tốt.,
Những điều sau đây có thể được xác định về sư tử:”, Sư tử có màu xanh lá cây.
“Nếu một con chuột có màu xanh và mềm, thì con chuột đã già.
Nếu một con chuột mạnh mẽ và có màu tím, thì con chuột xấu.
Nếu một con chuột nhàm chán, thì con chuột còn trẻ.
Nếu một con chuột tốt hoặc màu xanh lá cây, thì chuột chậm.
Nếu một con chuột tròn, thì con chuột là đáng sợ.
Sự thật:,
Chuột thông minh và tốt.,
Những điều sau đây có thể được xác định về chuột:”, Chuột chậm.
“Nếu một cây bồ công anh có màu xanh lá cây và nhàm chán, thì bồ công anh lạnh.
Nếu một cây bồ công anh thông minh, thì bồ công anh rất lớn.
Nếu một cây bồ công anh yếu, thì bồ công anh đã già.
Nếu một cây bồ công anh nhỏ, thì bồ công anh rất đẹp.
Nếu một cây bồ công anh là tốt, thì bồ công anh nóng.
Sự thật:,
