source,target
Quy tắc: X * Z = | Z X * = | * = Z X | * Z X = | Kết quả: * = dưa hấu việt quất việt quất,* = Z X
Quy tắc: + * Y X | X * + Y | Y * + X | * Y X + | Kết quả: +*táo chuột hải cẩu dưa hấu,+ * YX
Quy tắc: + + Y X | Y ++ X | + X Y + | X Y + + X | Kết quả: blackberry đại bàng blackberry + + blackberry,X Y + + X
Quy tắc: X - + | + - X | - X + | X X - + | Kết quả: lê lê - +,X X - +
Quy tắc: + Z X * | X * + Z | X * Z + | Z * + X | Kết quả: đào * + đại bàng,Z * + X
Quy tắc: + Z * X | * + X Z | Z * X + | Z X * + | Kết quả: * + chuối đào chuột,* + X Z
Quy tắc: X + Y * + | * + X + Y | + Y X * + | + Y * + X | Kết quả: + cò kiwi * + rắn hổ mang chim cánh cụt,+ Y * + X
Quy tắc: - Z + | Z + - | Z - + Z | - Z + | Kết quả: cò - + cò,Z - + Z
Quy tắc: * + X * | * * + X X | + X * * | + * X * | Kết quả: * * + đại bàng,* * + X X
Quy tắc: Y - - | Y - - | - - Y | Y - Y - | Kết quả: đào dưa hấu - đào dưa hấu -,Y - Y -
Quy tắc: X Y * = | * Y X = | X * = Y | * X = Y | Kết quả: sư tử ngựa vằn * = đào táo,X * = Y
Quy tắc: + X * = Y | * + Y = X | X * = + Y | = Y X * + | Kết quả: * + chuột lê = ngựa,* + Y = X
Quy tắc: * Y X * | Y * X * | * Y * X | Y * X * | Kết quả: *rắn hổ mang*dưa hấu đại bàng,* Y * X
Quy tắc: = = Y X * | * = Y = X | * X Y = = | Y X = = * | Kết quả: * chuột đại bàng cá voi = =,* X Y = =
Quy tắc: = + Z Y | = Z + Y | = Z Y + | Z Y + = Y | Kết quả: cò việt quất + = cò việt quất,Z Y + = Y
Quy tắc: = Z * Y | Y = * Z | * Z Y = | = * YZ | Kết quả: = * rắn hổ mang ngựa táo việt quất,= * YZ
Quy tắc: - = Z X | - X Z = | - = X Z | Z X - = | Kết quả: - = chim cánh cụt đại bàng blackberry,- = Z X
Quy tắc: X * + + | + X + * | X X + + * | * + + X | Kết quả: chuột blackberry chuột blackberry + + *,X X + + *
Quy tắc: X = Z * | = *ZX | * X Z = | * = X Z | Kết quả: = * cá mập việt quất,= * Z X
Quy tắc: = = Y = | = = Y = | Y = = = | = = Y Y = | Kết quả: = = táo trâu táo trâu =,= = YY =
Quy tắc: Y * = = Y | Y = = * | = Y * = | Y = = * | Kết quả: sư tử * = = sư tử,Y * = = Y
Quy tắc: + - + X | - X ++ X | + - + X | X ++ - | Kết quả: - rắn hổ mang chim cánh cụt + + rắn hổ mang chim cánh cụt,- X ++ X
Quy tắc: * * Y Y + | * Y * + | * + * Y | Y * * + | Kết quả: * * cá voi +,* * Y Y +
Quy tắc: * Z * Y | Y*Z* | Y**Z | Y**Z | Kết quả: * dưa hấu táo * dưa hấu,* Z * Y
Quy luật: Y Z = = | Y = Y Z = | = = Z Y | = YZ = | Kết quả: cá voi = ngựa vằn cá voi việt quất =,Y = YZ =
Quy tắc: Y X * - Y = | X * = - Y | * = - Y X | = * Y - X | Kết quả: chuột táo * - apple =,Y X * - Y =
Quy tắc: - = Y | Y - = Y | Y - = | Y = - | Kết quả: cá voi - = cá voi,Y - = Y
Quy tắc: + = Y X | Y = X + | X = + Y | Y X + = | Kết quả: + = cá mập hổ mang chúa chim cánh cụt trâu,+ = Y X
Quy tắc: + * X | X * + | * + X | X + X * | Kết quả: nho + nho *,X + X *
Quy tắc: + Z X = | X Z = + | + X Z = | Z + = X | Kết quả: + chuột đào lê =,+ X Z =
Quy tắc: Y + * X - | + * - Y X | Y - * + X | X - + Y * | Kết quả: chuối nho + * rắn hổ mang -,Y + * X -
Quy tắc: * * Z * Y | * Y Z * * | * Y * * Z | Y Z Z * * * | Kết quả: rắn hổ mang sư tử trâu sư tử trâu * * *,Y Z Z * * *
Quy tắc: + Y = Y = | = Y + = | Y = + = | Y = + = | Kết quả: + rắn hổ mang chim cánh cụt = rắn hổ mang chim cánh cụt =,+ Y = Y =
Quy tắc: * Y Z * | Z * Y * | * Y Z * | Z Y Y * * | Kết quả: sư tử cá voi chuối cá voi chuối * *,Z Y Y * *
Quy tắc: + Z + | + Z + | + Z Z Z + | + Z + | Kết quả: + táo táo táo +,+ Z Z Z +
Quy tắc: + Z = * X | Z X + X = * | = + Z X * | Z X = + * | Kết quả: cò đại bàng + cò = *,Z X + X = *
Quy tắc: Z Y * * = Z | = * Z * Y | * Z = * Y | Y * * Z = | Kết quả: táo sư tử ngựa vằn * * = sư tử ngựa vằn,Z Y * * = Z
Quy tắc: Y - - | - - Y | - Y - | Y Y Y - - | Kết quả: cá mập hải cẩu cá mập hải cẩu cá mập hải cẩu - -,Y Y Y - -
Quy tắc: * X Z + + | * Z++ + X | * X ++ Z | + Z + * X | Kết quả: * sư tử + + lê đào,* X ++ + Z
Quy tắc: Y * = X | Y * = X | X Y * = | * Y X = | Kết quả: * ngựa vằn =,* Y X =
Quy tắc: X Y Y = = | Y = X = | = X = Y | = X = Y | Kết quả: dưa hấu đại bàng dưa hấu = =,X Y Y = =
Quy tắc: * * X = | X * X * = X | * X * = | X * = * | Kết quả: chuột táo * chuột táo * = chuột táo,X * X * = X
Quy tắc: * = Z X * | = *ZX* | * * X Z = | Z = * X X * | Kết quả: chuột việt quất = * ngựa dâu ngựa dâu *,Z = * X X *
Quy tắc: - Z X = * | Z = X - * | X * - = Z | X Z - * = | Kết quả: - dưa hấu cò dâu = *,- Z X = *
Quy tắc: - Z = + X | Z X X + = - | + Z X = - | - + = X Z | Kết quả: đào chim cánh cụt đại bàng hải cẩu + = -,Z X X + = -
Quy tắc: - X Z = = | Z = X - = | = Z - = X | Z - = = X | Kết quả: = sư tử cá mập - = ngựa,= Z - = X
Quy tắc: = Z Y - | Z = Z - Y | = Z - Y | Y = - Z | Kết quả: dưa hấu = dưa hấu - dưa hấu cá voi,Z = Z - Y
Quy tắc: * Z = * X | = * X * Z | Z = X * * | = * * X Z | Kết quả: chuối lê = blackberry * *,Z = X * *
Quy tắc: Y - X Z - | Y - - X Z | - - Y Z X | X Y Z - - | Kết quả: chuối trâu đại bàng dưa hấu táo chuột - -,XYZ - -
Quy tắc: Z + Y X * + | Z + Y + X * | X Z * Y ++ | Y Z * + + X | Kết quả: chim cánh cụt blackberry * blackberry + +,X Z * Y + +
Quy tắc: Y + - * | - Y + * | + * Y - | Y Y - + * | Kết quả: nho nho - + *,Y Y - + *
Quy tắc: X + Z = + | + Z X = + | + + Z = X | + = X Z + | Kết quả: đào chuối + đào hổ mang = +,X + Z = +
Quy tắc: * Z - X | Z* - X | - X Z * | * X Z - | Kết quả: * chim cánh cụt nho - chim cánh cụt ngựa vằn,* Z - X
Quy tắc: + Z X - | + - Z X | X Z + - | + X Z Z - | Kết quả: + hải cẩu chuối chuối -,+ X Z Z -
Quy tắc: Z Y + + * | Y * + + Z | + + * YZ | Y Z ++ + * | Kết quả: cá voi * + + kiwi,Y * + + Z
Quy tắc: =Z - Y | Y - Z = | = YZ - | - = YZ | Kết quả: - = đại bàng táo dưa hấu trâu,- = YZ
Quy tắc: X * + Z | + Z*X | Z X * + | X Z + * | Kết quả: + lê * chuối,+ Z*X
Quy tắc: Y Y + + + Y | + + Y + | + + Y + | Y + + + | Kết quả: dưa hấu việt quất dưa hấu việt quất + + + dưa hấu việt quất,Y Y + + + Y
Quy tắc: * X Y - | - X*Y | - * YX | Y - * X | Kết quả: - blackberry blackberry * dưa hấu kiwi,- X * Y
Quy tắc: = Y - = Y X | = X Y - = | = - X = Y | X - Y = = | Kết quả: = ngựa táo - = ngựa táo việt quất đại bàng,= Y - = YX
Quy tắc: + Z Z - X | - + X Z | X - Z + | + Z X - | Kết quả: + dưa hấu lê dưa hấu lê - việt quất trâu,+ Z Z - X
Quy tắc: - * Y Z | Z - Y * | Z Y * - | YZ * - | Kết quả: cá voi - đại bàng táo *,Z - Y *
Quy tắc: = = Z X | = X = Z | = X = Z | = X = Z | Kết quả: = dưa hấu = trâu việt quất,= X = Z
Quy tắc: - X + Y Z | - + Y X Z | - + Y Z X | X Z - + Y | Kết quả: - chim cánh cụt việt quất + rắn hổ mang dưa hấu trâu dâu,- X + Y Z
Quy tắc: Y X = Z = | Z = = X Y | Z = X = Y | = Z X = Y | Kết quả: ngựa vằn dưa hấu việt quất = ngựa dâu =,Y X = Z =
Quy tắc: - X Z ++ | Z + Z - + X | Z + - X + | + X + Z - | Kết quả: sư tử + sư tử - + cá voi cá mập,Z + Z - + X
Quy tắc: Z * = - X | * X X Z - = | Z - * X = | =X - Z * | Kết quả: * kiwi kiwi rắn hổ mang - =,* X X Z - =
Quy tắc: = Y Z * | Y * Z = | Y * = Z | Z Y * = | Kết quả: = cò cò kiwi nho *,= YZ *
Quy tắc: + = + X | + = + X | + + = X | = + X X + | Kết quả: = + cá voi +,= + X X +
Quy tắc: * = X X | * X = | = * X | X * = | Kết quả: * = chim cánh cụt kiwi chim cánh cụt kiwi,* = X X
Quy tắc: Y Z - + * | - * Y + Z | + * Y Z Y - | * - Z + Y | Kết quả: + * chim cánh cụt dưa hấu đại bàng việt quất chim cánh cụt dưa hấu -,+ * Y Z Y -
Quy tắc: = - + Y X | Y + - X = | Y = + X - | Y - + = X | Kết quả: đào = + chuối lê -,Y = + X -
Quy tắc: Z + Y - | + Z Z - Y | Y - Z + | - + Y Z | Kết quả: + cá mập cá mập - sư tử,+ Z Z - Y
Quy tắc: - Z * Y | * - Z Y | Z Y * - | - YZ*Y | Kết quả: - rắn hổ mang ngựa * ngựa,- Y Z * Y
Quy tắc: - Y = | = - Y | - = Y | = Y Y - | Kết quả: = con dấu con dấu -,= Y Y -
Quy tắc: - = + Z Y | = + Y - Z | Z + = - Y | Z Y + = - | Kết quả: cá voi sư tử hổ mang + = -,Z Y + = -
Quy tắc: + X + = Z | + Z X = + | X = + + Z | = Z X ++ + | Kết quả: + táo + = chuối trâu,+ X + = Z
Quy tắc: Y - = = Z | = Z = Z Y - | - = = YZ | - Z = Y = | Kết quả: = dâu = cá mập dâu -,= Z = Z Y -
Quy tắc: + Y*Z | * Y Z + | + Z*Y | YZ * + | Kết quả: + rắn hổ mang cò * blackberry,+ Y*Z
Quy tắc: - + Y X Z | - Z + YX | Z + Y X - | YZ X + - | Kết quả: - + cá voi nho nho kiwi,- + Y X Z
Quy tắc: + Y - | Y + - | Y + - Y | + - Y | Kết quả: cá voi + - cá voi,Y + - Y
Quy tắc: X X X = - | - X = | - = X | - X = | Kết quả: lê ngựa lê ngựa lê ngựa = -,X X X = -
Quy tắc: * + = Z | * = Z + | + Z Z * Z = | Z + = * | Kết quả: + dâu dâu * dâu =,+ Z Z * Z =
Quy tắc: * + = X | * = + X | + X = * X | = X + * | Kết quả: + táo = * táo,+ X = * X
Quy tắc: YZ = - | - Z = Y | = - YZ | Z Y = - Z | Kết quả: chuối dưa hấu rắn hổ mang = - chuối dưa hấu,Z Y = - Z
Quy tắc: Z + + Y X | + + Y X Z | + Y Z + X | Y Z ++ + X | Kết quả: dâu đen dâu đen dưa hấu + + cá voi hổ mang,YZ + + X
Quy luật: X - Z Y = * | Y Z X * - = | Z = * Y - X | Z Y = - * X | Kết quả: hải cẩu chim cánh cụt = * kiwi trâu - hải cẩu sư tử,Z = * Y - X
Quy tắc: + Z Y + X | Y + X + Z | X ++ Z Y | + Y + X Z | Kết quả: nho dâu + lê chuột + ngựa vằn dưa hấu,Y + X + Z
Quy tắc: = - X Y | Y - X = | X Y = - | Y = - X | Kết quả: chim cánh cụt hải cẩu táo = -,XY = -
Quy tắc: = * Z - | = Z Z * - | = Z * - | Z - * = | Kết quả: = chuối chuối * -,= Z Z * -
Quy tắc: + - YZ | Z - + Y | Z - Y + | Z - + Y | Kết quả: cá mập - + đại bàng dưa hấu,Z - + Y
Quy tắc: * + Z = Y | * = + Y Z | = + Z Y * | = Z * + Y | Kết quả: = + đại bàng chuột trâu *,= + Z Y *
Quy tắc: * + - Y | + * Y - | Y Y - * + | Y + - * | Kết quả: trâu táo trâu táo - * +,Y Y - * +
Quy tắc: - + Y Z | + - Z Y | + Z - Y | + Z Y Y - | Kết quả: + việt quất ngựa vằn dâu nho dâu nho -,+ Z Y Y -
Quy tắc: Z + * * | + * Z Z Z * | Z * * + | Z * + * | Kết quả: + * nho blackberry nho blackberry nho blackberry *,+ * Z Z Z *
Quy tắc: Z = - | = Z Z Z - | - = Z | Z - = | Kết quả: = chuối chuối chuối -,= Z Z Z -
Quy tắc: X + - Y = X | = + X - Y | X Y = - + | - Y X = + | Kết quả: dưa hấu + - kiwi việt quất = dưa hấu,X + - Y = X
Quy tắc: - = * X Y | - * Y X = Y | X Y - * = | - = Y*X | Kết quả: - * cá mập cò đào = cá mập cò,- * Y X = Y
Quy tắc: Y * * X | X * Y * | * * X Y | Y X * * | Kết quả: rắn hổ mang chim cánh cụt cò * *,Y X * *
Quy tắc: * Z X + | * + Z X | +X*Z | Z X + * | Kết quả: * + đại bàng lê chuột dâu,* + Z X
Quy tắc: * Z * Y | YZ * Z * | YZ * * | Y*Z* | Kết quả: chim cánh cụt chim cánh cụt rắn hổ mang táo * rắn hổ mang táo *,YZ * Z *
Quy tắc: = Z Z = + | = Z + = | Z + = = | Z = + = | Kết quả: = đào đào = +,= Z Z = +
Quy tắc: = = Z Y - Y | Z = - = Y | = Y = - Z | = = YZ - | Kết quả: = = chuột lê blackberry - blackberry,= = Z Y - Y
Quy tắc: Z = Y * | Y * Z = Z | Z * = Y | Z Y = * | Kết quả: đào kiwi * đào dưa hấu = đào dưa hấu,Y * Z = Z
Quy tắc: - X = Y | Y = X - | - X = Y | =X - Y | Kết quả: lê dâu = táo kiwi -,Y = X -
Quy tắc: * Y X * | * X Y * | Y * * X | Y * * X | Kết quả: *niêm phong chuối việt quất*,* X Y *
Quy tắc: Z * = Z Y + | * + Y Z = | Z = + Y * | Y = Z * + | Kết quả: sư tử việt quất * = sư tử việt quất việt quất việt quất +,Z * = Z Y +
Quy tắc: * * X Y | Y * * X | Y X * * | X * Y * | Kết quả: đào * * lê táo,Y * * X
Quy tắc: X X + * X * | X * + * | X * + * | * + X * | Kết quả: cá voi hổ mang cá voi hổ mang + * cá voi hổ mang *,X X + * X *
Quy tắc: + X = + | X + = + | X X + + = | + + = X | Kết quả: sư tử chim cánh cụt sư tử chim cánh cụt + + =,X X + + =
Quy tắc: X - Y Y + | Y - + X | - YX+ | - X Y + | Kết quả: đào ngựa - đào dưa hấu đào dưa hấu +,X - Y Y +
Quy tắc: Z Y - = | = Z Y - | YZ - Z = | - = YZ | Kết quả: rắn hổ mang cá mập dưa hấu - rắn hổ mang cá mập =,YZ - Z =
Quy tắc: * X + * X Z | + * Z * X | * X * + Z | Z + X * * | Kết quả: * cá mập + * cá mập dâu,* X + * X Z
Quy tắc: X Z * = X | * = Z X | Z * X = | = X Z * | Kết quả: cá voi trâu dâu * = dâu tây,X Z * = X
Quy tắc: Y Y Y * = - | = * - Y | Y * = - | - Y * = | Kết quả: chim cánh cụt chim cánh cụt chim cánh cụt chim cánh cụt chim cánh cụt * = -,Y Y Y * = -
Quy tắc: + - YZ | - + Z Y | - YZ+ | Z + Y - Z | Kết quả: chim cánh cụt chim cánh cụt + đào đào - chim cánh cụt chim cánh cụt,Z + Y - Z
Quy tắc: X Z * + = | X Z * = + | + Z * X = | = Z X + * | Kết quả: + dâu ngựa * táo lê =,+ Z * X =
Quy tắc: = + Y = | + = = Y | Y + = Y = Y | = + = Y | Kết quả: đào + = đào = đào,Y + = Y = Y
Quy tắc: - * X - X | - X * - | * X - - | - - * X | Kết quả: - * chuột - chuột,- * X - X
Quy tắc: - - Z | - Z - | - Z - Z | - - Z | Kết quả: - đại bàng việt quất - đại bàng việt quất,- Z - Z
Quy tắc: - + - X Y | Y + X - - | + X - Y - | + Y - - X X | Kết quả: + chuối sư tử - - chuột lê chuột lê,+ Y - - X X
Quy tắc: Z Y - = Y | YZ - = | - = Z Y | = YZ - | Kết quả: con dấu quả việt quất - = con dấu,Z Y - = Y
Quy tắc: X Y Y + * | Y + * X | * Y X + | + * X Y | Kết quả: đào kiwi rắn hổ mang + *,X Y Y + *
Quy tắc: = + Y Z = Z | YZ = + = | = + Z = Y | Z + = Y = | Kết quả: = + lê kiwi đào = đào,= + Y Z = Z
Quy tắc: X Z * = = Y | * YZ = X = | * Z X = Y = | Y * = = Z X | Kết quả: * chuối chuột táo = lê rắn hổ mang =,* Z X = Y =
Quy tắc: = Z - | = Z - | Z = - | Z - Z = | Kết quả: lê kiwi - lê kiwi =,Z - Z =
Quy tắc: + * Y - Z X | * - + Z Y X | + - X*YZ | +X - Y*Z | Kết quả: + - cò dâu * cá voi trâu sư tử việt quất,+ - X * Y Z
Quy tắc: X = + Z | = X + Z | X = Z + | = + X X Z | Kết quả: = + rắn hổ mang chim cánh cụt rắn hổ mang chim cánh cụt táo kiwi,= + X X Z
Quy tắc: Y X * + | + * X Y | X * Y + | * + Y X | Kết quả: dâu đào * chim cánh cụt đào +,X * Y +
Quy tắc: X Z * = | = X Z * | X Z = * | = X Z * | Kết quả: cá mập trâu * =,X Z * =
Quy tắc: Y X + - Z | Z + X Y - | Z + X Y - | - + Y X Z | Kết quả: cò nho + chim cánh cụt kiwi -,Z + X Y -
Quy tắc: = = Y * Z | Y * = = Z | Z = = Y * | = * Z Y Z = | Kết quả: = * ngựa vằn chuột ngựa vằn =,= * Z Y Z =
Quy tắc: X = - Z | = X Z Z - | X Z = - | X - Z = | Kết quả: = kiwi việt quất việt quất việt quất việt quất việt quất -,= X Z Z -
Quy tắc: * Z * + X | X Z + * * | * Z Z + X * | * * X Z + | Kết quả: *rắn hổ mang chúa + cá voi việt quất *,* Z Z + X *
Quy tắc: - Y*XZ | Z Y - X * | * Y X Z - | YZ - X * | Kết quả: chuối ngựa vằn đại bàng - đại bàng kiwi *,Z Y - X *
Quy tắc: - Y - + | - Y + - | Y - - + | Y - Y - + | Kết quả: dâu sư tử - dâu sư tử - +,Y - Y - +
Quy tắc: + Y - X Z + | Z ++ X Y - | X - Y Z ++ | + Y Z - X + | Kết quả: + ngựa dâu - kiwi dưa hấu việt quất +,+ Y - X Z +
Quy tắc: - - - Z | - Z - - | Z - - - | - - Z - Z | Kết quả: - - blackberry - blackberry,- - Z - Z
Quy tắc: Y + - | + - Y | - + Y | Y + Y - Y | Kết quả: cá mập cá voi + cá mập cá voi - cá mập cá voi,Y + Y - Y
Quy tắc: - Y X - | Y X - - | Y - X - | - X X Y - | Kết quả: - chuối dâu đen chuối blackberry chuột -,- X X Y -
Quy tắc: - X - * | X X - * - | - - * X | - * - X | Kết quả: cá voi táo cá voi táo - * -,X X - * -
Quy tắc: * Z = | Z = Z * | Z * = | = * Z | Kết quả: sư tử cò = sư tử cò *,Z = Z *
Quy tắc: Z X - - - | Z - - - X | X - - Z - | Z - - - X | Kết quả: trâu trâu - - - nho,Z - - - X
Quy tắc: - Y = Z | Z Y = Z - | - Y = Z | Y - Z = | Kết quả: cò táo = cò -,Z Y = Z -
Quy tắc: Y + - Z + | Y + - + Z | + + - Z Y | + YZ + - | Kết quả: + hải cẩu + -,+ YZ + -
Quy tắc: = = Z | Z = = Z | = Z = | = = Z | Kết quả: kiwi = = kiwi,Z = = Z
Quy tắc: - + X | - X + | X - + | - X + X | Kết quả: - cò + cò,- X + X
Quy tắc: - X = - X | X - - = | X - - = | - = X - | Kết quả: - chuối = - chuối,- X = - X
Quy tắc: Y - + X | X Y - + | - X + Y | Y X + - | Kết quả: trâu dưa hấu - + cá voi,Y - + X
Quy tắc: = - X = X | - X = = | X - = = | = X - = | Kết quả: = - dâu chuột = dâu chuột,= - X = X
Quy tắc: Y Z = X + | X + = Z Y | Z = + X Y | X + Y Z = | Kết quả: rắn hổ mang + táo đại bàng việt quất =,X + Y Z =
Quy tắc: * + Z X Y | + * Z Y X | X Y + Z * | * Y X + Z | Kết quả: sư tử đào ngựa vằn + táo *,X Y + Z *
Quy tắc: X = = = | = X = = | = X = = X | = = X = | Kết quả: = ngựa vằn == ngựa vằn,= X = = X
Quy tắc: * Z X = | Z = Z X * | * Z X = | = X Z * | Kết quả: dâu = hải cẩu trâu dâu *,Z = Z X *
Quy tắc: - Z * X | * - X Z | - Z*X | X * Z - | Kết quả: dâu * đóng dấu -,X * Z -
Quy tắc: = Z * - | = * Z - | = Z - Z * | - Z * = | Kết quả: = kiwi việt quất - kiwi việt quất *,= Z - Z *
Quy tắc: X = = | = X = | X X = = | = X = | Kết quả: đào blackberry đào blackberry = =,X X = =
Quy tắc: X * * * Y | Y * * X * | * * Y * X | * * X Y * | Kết quả: táo * * chim cánh cụt *,Y * * X *
Quy tắc: = Z * + Y | Z Y + = * | + = Y Z * Z | Y + Z = * | Kết quả: + = chim cánh cụt cá mập chuối * chim cánh cụt,+ = YZ * Z
Quy tắc: * Y Z - = | - Y * Z = | - * = YZ | = Y - Z * | Kết quả: = dưa hấu dưa hấu - đào *,= Y - Z *
Quy tắc: Z * - | - Z Z Z * | * Z - | - * Z | Kết quả: - cá voi việt quất cá voi việt quất cá voi việt quất *,- Z Z Z *
Quy tắc: = Y Z * | Z = Y * | YZ * = | * Z = Y | Kết quả: táo = rắn hổ mang *,Z = Y *
Quy tắc: * - YZ - | Y* - - Z | * Y - - Z | * - Z - Y | Kết quả: * chim cánh cụt ngựa vằn - - trâu đào,* Y - - Z
Quy tắc: = Y + X + | + = Y X + | + = + Y X | + X Y + = | Kết quả: = chim cánh cụt kiwi + trâu +,= Y + X +
Quy tắc: Z + Z - X + | - + Z + X | - + Z + X | - Z + X + | Kết quả: đào + đào - lê nho +,Z + Z - X +
Quy tắc: Z X - - | Z - - X | - X Z - | X Z - X - | Kết quả: cá mập chuột chuột - cá mập chuột -,X Z - X -
Quy tắc: * Y * | Y * * | Y * * | * Y * Y | Kết quả: * chim cánh cụt kiwi * chim cánh cụt kiwi,* Y * Y
Quy tắc: - X - | - X - | X - - X | - - X | Kết quả: chuột cò - - chuột cò,X - - X
Quy tắc: Y * = * Z | * = Z * Y | * Z = Y * | * Z Y = * | Kết quả: * táo kiwi = lê *,* Z = Y *
Quy tắc: + X + | + X + | + X + | + X X + X | Kết quả: + hải cẩu hổ mang + hải cẩu hổ mang,+ X X + X
Quy tắc: Z + X = | Z + = X | X Z + = | Z X + = Z | Kết quả: cá voi đại bàng + = đại bàng,Z X + = Z
Quy tắc: X = Y + | X Y + = X | + = Y X | X + Y = | Kết quả: chuột dưa hấu ngựa + = chuột,X Y + = X
Quy tắc: * Y Z * | Z Y * * | Z * * Y | * Z Y * | Kết quả: rắn hổ mang * * cá voi dâu,Z * * Y
Quy tắc: * * Y - Z | * * - YZ | Y* - * Z | * Z * - Y | Kết quả: đào kiwi * - * trâu trâu,Y * - * Z
Quy tắc: Z * = Y = X | Y = Z * X = | * = Y = X Z | Y = = Z X * | Kết quả: sư tử ngựa = rắn hổ mang ngựa * cá voi =,Y = Z * X =
Quy tắc: Y Z + * X | X * + Z Y | Z Y + X * | * X + Z Y | Kết quả: dưa hấu hải cẩu nho + * rắn hổ mang việt quất,YZ + * X
Quy tắc: Y + * + | * + Y Y + | + * Y + | + * Y + | Kết quả: * + cá mập chuột cá mập chuột +,* + Y Y +
Quy tắc: - Z = Y * | = * Z Y - | = Y * - Z | - Z Y * = | Kết quả: - cá mập chuối = táo trâu *,- Z = Y *
Quy tắc: * + Y X Y = | = Y X + * | + = * X Y | Y = X + * | Kết quả: * + rắn hổ mang dâu blackberry shark hổ mang chúa =,* + Y X Y =
Quy tắc: - = Z Z | Z = - | - Z = | - = Z | Kết quả: - = con dấu quả việt quất con dấu quả việt quất,- = ZZ
Quy tắc: * Z + X = | * Z = + X | Z X + = * | * + Z = X | Kết quả: * cá voi trâu + dâu đen táo =,* Z + X =
Quy tắc: X - - Z | X - Z - | Z X - - | - Z - X | Kết quả: hải cẩu ngựa vằn - hải cẩu -,X - Z -
Quy tắc: Y * Z - | Y - * Z Z | * Z - Y | YZ * - | Kết quả: cá mập - * sư tử sư tử,Y - * Z Z
Quy tắc: X Z + - | X + - Z | X - + Z | + Z X - | Kết quả: cò trâu đại bàng dâu + -,X Z + -
Quy tắc: Z - X + | Z + X - | X - Z + | X Z - + | Kết quả: sư tử trâu sư tử - +,X Z - +
Quy tắc: - Z X - | - X - Z | - Z - X | - X - Z | Kết quả: - lê việt quất -,- Z X -
Quy tắc: + = X Z - | X - + Z = | + = - Z X | + X = Z - | Kết quả: + rắn hổ mang = dưa hấu -,+ X = Z -
Quy tắc: + Y - Z | - Z Y + | + Z - Y Y | + - YZ | Kết quả: + cá mập ngựa - cò dâu cò dâu,+ Z - Y Y
Quy tắc: + Y Z - | Y + - Z | Z Y - + | Z + Y - | Kết quả: việt quất + - cò,Y + - Z
Quy tắc: * - Z Y | * Z Y - | Z* - Y | Y* - Z | Kết quả: cò * - ngựa vằn kiwi,Z * - Y
Quy tắc: * X = Z Y | Z * = Y X | Y = Z * X | Y * Z X = | Kết quả: * cá voi = chim cánh cụt blackberry,* X = Z Y
Quy tắc: X = Z + Y | + = Y Z X | Z = + Y X | + X = Z Y | Kết quả: + = cá mập táo cá voi việt quất,+ = Y Z X
Quy tắc: YZ - + X - | X + Z - - Y | - Z + - YX | Y + - Z X - | Kết quả: - blackberry + - con dấu chim cánh cụt lê,- Z + - Y X
Quy tắc: + X + | X ++ | + + X | + + X X | Kết quả: + + đào blackberry đào blackberry,+ + X X
Quy tắc: X Y + - * | - *X + Y | - X + Y * | X * Y + - | Kết quả: - * dâu + ngựa,- * X + Y
Quy tắc: + * Y * Y | * * + Y | Y * * + | + * Y * | Kết quả: +*đại bàng đại bàng*đại bàng đại bàng,+ * Y * Y
Quy tắc: Z - = Y | - YZ = | Z - Y = | - Z Y = | Kết quả: - cá mập cá voi việt quất blackberry =,- YZ =
Quy tắc: = X * = Y | = X Y = * | Y = X * = | Y = * X = | Kết quả: = ngựa vằn việt quất kiwi = *,= X Y = *
Quy tắc: Y * + Z = | = + * YZ | Z = * Y + | + Y * Z = | Kết quả: + kiwi * ngựa =,+ Y * Z =
Quy tắc: X * = | X = * | X = * X X | * = X | Kết quả: việt quất = * việt quất việt quất,X = * X X
Quy tắc: + * Z = Y | = Z + * Y | = + Z * Y | = Z * + Y | Kết quả: + * chim cánh cụt dâu = ngựa vằn,+ * Z = Y
Quy tắc: Z X - - | - X Z - | Z X - - | - X Z - | Kết quả: lê cá mập lê - -,Z X - -
Quy tắc: + Y + X | Y X ++ | + Y + X | X Y + X + | Kết quả: ngựa vằn sư tử cá mập ngựa vằn + ngựa vằn sư tử +,XY + X +
Quy tắc: + Y + * Y X | + X Y + * | + X * + Y | + Y + X * | Kết quả: + rắn hổ mang chim cánh cụt + * rắn hổ mang chim cánh cụt cá mập kiwi,+ Y + * Y X
Quy tắc: * Y * + Z | Y * + * Z | Y Z Y * * + | Y * * + Z | Kết quả: con dấu kiwi con dấu kiwi blackberry * * +,Y Z Y * * +
Quy tắc: - * Y Y = | Y - * = | - * Y = | Y = * - | Kết quả: - * việt quất việt quất =,- * Y Y =
Quy tắc: X * - Y | - X Y * | X Y * - | - * YX | Kết quả: việt quất * - con trâu,X* - Y
Quy tắc: Z - X = | X Z = - | = X Z - | Z = - X | Kết quả: chim cánh cụt hải cẩu dưa hấu = -,X Z = -
Quy tắc: - = = X Y | X = - Y = | = X = - Y | Y = = X - | Kết quả: - = = táo dâu cá voi,- = = X Y
Quy tắc: X = Z - | Z X = - | Z - = X | - Z = X | Kết quả: nho cá mập = sư tử -,X = Z -
Quy tắc: = = X | = X X = | = = X | X = = | Kết quả: = cá mập cá mập =,= X X =
