source,target
"Quy tắc: + Z = X | Thay thế: X bằng "" ngựa "" , Z bằng "" việt quất """,+ Quả việt quất = Ngựa
"Quy tắc: X X = - Y | Thay thế: X bởi "" chim cánh cụt chuối "" , Y bởi "" đại bàng rắn hổ mang """,Chim cánh cụt chuối Chim cánh cụt = - Đại bàng rắn hổ mang
"Quy tắc: Y Y = * Z | Thay thế: Y bởi "" rắn hổ mang "" , Z bởi "" sư tử đào """,rắn hổ mang rắn hổ mang = * sư tử đào
"Quy tắc: * Z = Y Y | Thay thế: Y bởi "" cá mập "" , Z bởi "" cá mập trâu """,* Cá mập trâu = Cá mập cá mập
"Quy tắc: * * X X | Thay thế: X bởi "" cá voi việt quất """,* * Cá voi việt quất cá voi
"Quy tắc: Y Z * - X | Thay thế: X bằng "" đào "" , Y bằng "" đại bàng hải cẩu "" , Z bằng "" nho """,Seal Eagle nho nho * - đào
"Quy tắc: + Y X Y - | Thay thế: X bởi "" nho chuột "" , Y bởi "" sư tử hổ mang ""","+ Rắn hổ mang, sư tử, chuột, nho, rắn hổ mang, sư tử -"
"Quy tắc: = Y Y + | Thay thế: Y bởi "" cá voi chuối ""","= Cá voi chuối, cá voi chuối +"
"Quy tắc: + Y + Y - | Thay thế: Y bằng "" con dấu trâu """,+ Hải cẩu trâu + Hải cẩu trâu -
"Quy tắc: * - - Y Y X | Thay thế: X bởi "" đại bàng lê "" , Y bởi "" việt quất cá voi ""","* - - Cá voi, việt quất, cá voi, việt quất, lê, đại bàng,"
"Quy tắc: X = + Y Z = | Thay thế: X bằng "" dâu tây "" , Y bằng "" ngựa đại bàng "" , Z bằng "" rắn hổ mang """,dâu tây = + rắn hổ mang ngựa đại bàng =
"Quy tắc: - Y Z = X | Thay thế: X bởi "" kiwi peach "", Y bởi "" whale rat "" , Z bởi "" eagle """,- Đại bàng chuột cá voi = đào kiwi
"Quy tắc: X * - X - | Thay thế: X bởi "" blackberry """,BlackBerry * - BlackBerry -
"Quy tắc: X Y - = X + | Thay thế: X bởi "" cò "" , Y bởi "" chuột cá voi """,cò cá voi chuột - = cò +
"Quy tắc: Y + * Y | Thay thế: Y bởi "" cá voi chuối """,Cá voi chuối + * Cá voi chuối
"Quy tắc: X - = X | Thay thế: X bởi "" dưa hấu kiwi """,dưa hấu kiwi - = dưa hấu kiwi
"Quy tắc: + - Z Z = Z | Thay thế: Z bởi "" việt quất """,+ - việt quất = việt quất
"Quy tắc: Z Z * + * | Thay thế: Z bởi "" chuột chuột """,chuột chuột chuột chuột * + *
"Quy tắc: - = X X = | Thay thế: X bởi "" trâu táo """,- = trâu táo trâu =
"Quy tắc: + Z Y = + Y | Thay thế: Y bởi "" dưa hấu "" , Z bởi "" cá mập dưa hấu """,+ Dưa hấu cá mập dưa hấu = + Dưa hấu
"Quy tắc: = Y Y + Z = | Thay thế: Y bởi "" việt quất "" , Z bởi "" cò ngựa """,= việt quất việt quất + cò ngựa =
"Quy tắc: = Y X - | Thay thế: X bằng "" trâu ngựa vằn "", Y bằng "" chuối nho """,= Trâu ngựa vằn chuối nho -
"Quy tắc: X - - Y * | Thay thế: X bởi "" rắn hổ mang trâu "", Y bởi "" cá voi """,Rắn hổ mang trâu - - Cá voi *
"Quy tắc: + Y Z Z = | Thay thế: Y bằng "" dưa hấu "", Z bằng "" chim cánh cụt """,+ Chim cánh cụt dưa hấu =
"Quy tắc: - Y Y * | Thay thế: Y bởi "" việt quất """,- việt quất việt quất *
"Quy tắc: Z + Y * = | Thay thế: Y bằng "" nho "" , Z bằng "" táo cá mập """,Táo cá mập + nho * =
"Quy tắc: Z + X Z = | Thay thế: X bởi "" eagle "" , Z bởi "" eagle seal """,Hải cẩu đại bàng + Hải cẩu đại bàng =
"Quy tắc: + Z Z Y = | Thay thế: Y bằng "" việt quất "", Z bằng "" con dấu """,+ Con dấu con dấu việt quất =
"Quy tắc: - Z + Z Z + | Thay thế: Z bởi "" chim cánh cụt """,- Chim cánh cụt + Chim cánh cụt +
"Quy tắc: - X Y * | Thay thế: X bằng "" chuối "" , Y bằng "" dâu đào """,- Chuối đào dâu tây *
"Quy tắc: + Y Z + * X | Thay thế: X bằng "" cò "", Y bằng "" cá voi "", Z bằng "" táo """,+ Táo cá voi + * Cò
"Quy tắc: Z + Y + | Thay thế: Y bởi "" rắn hổ mang "" , Z bởi "" lê """,lê + rắn hổ mang +
"Quy tắc: X - Z X * | Thay thế: X bởi "" kiwi "" , Z bởi "" blackberry """,Kiwi - Kiwi dâu đen *
"Quy tắc: Y x x = - | Thay thế: X bằng "" đào lê "" , Y bằng "" kiwi """,Kiwi lê đào = -
"Quy tắc: X * Z = | Thay thế: X bởi "" cò blackberry "", Z bởi "" lê """,cò blackberry * lê =
"Quy tắc: X * * X * | Thay thế: X bởi "" trâu kiwi """,Kiwi trâu * * Kiwi trâu *
"Quy tắc: Z - Y = Y * | Thay thế: Y bằng "" đào "" , Z bằng "" cò lê """,cò lê - đào = đào *
"Quy tắc: X * Z Y * - | Thay thế: X bởi "" ngựa vằn "", Y bởi "" chuột "" , Z bởi "" chuột cá mập """,Ngựa vằn * Chuột cá mập * -
"Quy tắc: * = Y Y | Thay thế: Y bởi "" trâu """,* = trâu trâu
"Quy tắc: - X - Y Y * | Thay thế: X bởi "" cò "" , Y bởi "" blackberry eagle """,- Cò - Đại bàng Blackberry Đại bàng Blackberry *
"Quy tắc: = X Z - | Thay thế: X bởi "" dâu nho "" , Z bởi "" cá mập lê """,= Cá mập lê dâu nho -
"Quy tắc: Y * X * = | Thay thế: X bởi "" chuối đen "" , Y bởi "" chuột """,chuột * chuối blackberry * =
"Quy tắc: = X + = Z Y | Thay thế: X bởi "" táo "" , Y bởi "" cobra dâu tây "" , Z bởi "" ngựa blackberry """,= táo + = dâu tây rắn hổ mang dâu đen ngựa
"Quy tắc: Z Z + X + | Thay thế: X bởi "" cá voi ngựa vằn "", Z bởi "" táo chuối ""","chuối táo, chuối, táo + ngựa vằn, cá voi +"
"Quy tắc: = X Z * - Y | Thay thế: X bởi "" seal strawberry "", Y bởi "" cobra "" , Z bởi "" banana rat """,= Hải cẩu chuột chuối dâu tây * - rắn hổ mang
"Quy tắc: - Z - Z - | Thay thế: Z bởi "" cá voi """,- Cá voi - Cá voi -
"Quy tắc: Y X + * Y | Thay thế: X bằng "" lê "" , Y bằng "" đại bàng """,lê đại bàng + * đại bàng
"Quy tắc: X Y - * - Z | Thay thế: X bằng "" chuối "", Y bằng "" cá mập "", Z bằng "" việt quất """,Cá mập chuối - * - việt quất
"Quy tắc: - X = Y | Thay thế: X bởi "" chuối lê "" , Y bởi "" blackberry """,- Lê chuối = dâu đen
"Quy tắc: X - Z - Z | Thay thế: X bởi "" sư tử "" , Z bởi "" chim cánh cụt hổ mang """,Sư tử - Chim cánh cụt rắn hổ mang - Chim cánh cụt rắn hổ mang
"Quy tắc: * Z + Z | Thay thế: Z bởi "" rắn hổ mang """,* Rắn hổ mang + Rắn hổ mang
"Quy tắc: = X - + Y | Thay thế: X bằng "" dưa hấu "", Y bằng "" nho chuối """,= dưa hấu - + nho chuối
"Quy tắc: - X X = * X | Thay thế: X bởi "" chuối ngựa vằn ""","- Ngựa vằn, chuối, ngựa vằn, chuối = * Ngựa vằn, chuối"
"Quy tắc: Z = X * Z * | Thay thế: X bằng "" đào sư tử "" , Z bằng "" ngựa """,ngựa = đào sư tử * ngựa *
"Quy tắc: Y = Z + X * | Thay thế: X bởi "" chuối "" , Y bởi "" dưa hấu "" , Z bởi "" eagle blackberry """,dưa hấu = đại bàng blackberry + chuối *
"Quy tắc: + Z X - = | Thay thế: X bởi "" ngựa vằn việt quất "", Z bởi "" con dấu """,+ Hải cẩu ngựa vằn việt quất - =
"Quy tắc: * - Z X | Thay thế: X bằng "" rắn hổ mang đào "", Z bằng "" con dấu """,* - Rắn hổ mang đào hải cẩu
"Quy tắc: X - X + Y | Thay thế: X bởi "" kiwi cobra "" , Y bởi "" blackberry shark """,Kiwi Cobra - Kiwi Cobra + Blackberry Shark
"Quy tắc: + = Z X | Thay thế: X bằng "" đào "" , Z bằng "" ngựa """,+ = đào ngựa
"Quy tắc: Y Z = = | Thay thế: Y bởi "" blackberry "", Z bởi "" chuối """,Chuối dâu đen = =
"Quy tắc: Y + * Z * | Thay thế: Y bằng "" hải cẩu trâu "", Z bằng "" trâu kiwi """,Hải cẩu trâu + * Trâu kiwi *
"Quy tắc: = X Y + | Thay thế: X bởi "" trâu "" , Y bởi "" chim cánh cụt dâu tây """,= dâu tây chim cánh cụt trâu +
"Quy tắc: * + + Z Y Y | Thay thế: Y bởi "" blackberry "" , Z bởi "" horse apple """,* + + ngựa táo blackberry blackberry
"Quy tắc: - X Y + - Y | Thay thế: X bởi "" blackberry "" , Y bởi "" blueberry grape """,- Nho việt quất BlackBerry + - Nho việt quất
"Quy tắc: - Y - X = | Thay thế: X bằng "" dưa hấu "", Y bằng "" dâu tây """,- dâu tây - dưa hấu =
"Quy tắc: = Y Z X * | Thay thế: X bởi "" eagle horse "" , Y bởi "" shark "" , Z bởi "" eagle """,= Ngựa đại bàng cá mập *
"Quy tắc: + - X X X * | Thay thế: X bởi "" kiwi kiwi ""","+ - Kiwi, Kiwi, Kiwi, Kiwi, Kiwi, Kiwi *"
"Quy tắc: Y Z - * Z | Thay thế: Y bởi "" kiwi strawberry "", Z bởi "" banana lion """,Kiwi dâu tây chuối sư tử - * chuối sư tử
"Quy tắc: - + Y X + | Thay thế: X bởi "" cò "" , Y bởi "" chuột kiwi """,- + Cò chuột kiwi +
"Quy tắc: Y Z * X + | Thay thế: X bởi "" rắn hổ mang "" , Y bởi "" blackberry "", Z bởi "" chuột """,chuột dâu đen * rắn hổ mang +
"Quy tắc: - Z + Y Z | Thay thế: Y bởi "" việt quất "" , Z bởi "" nho ngựa """,- Nho ngựa + Nho ngựa việt quất
"Quy tắc: + Y = Y = | Thay thế: Y bởi "" kiwi """,+ Kiwi = Kiwi =
"Quy tắc: Z = = X X | Thay thế: X bởi "" cá voi "" , Z bởi "" cá voi """,cá voi = = cá voi
"Quy tắc: X Z + * | Thay thế: X bởi "" rat whale "" , Z bởi "" eagle """,Đại bàng cá voi chuột + *
"Quy tắc: + Z * X X | Thay thế: X bởi "" chuối táo "" , Z bởi "" ngựa vằn ""","+ Ngựa vằn * Chuối, táo, chuối, táo"
"Quy tắc: - - = X Y Y | Thay thế: X bởi "" lion "" , Y bởi "" blackberry blackberry """,- - = sư tử blackberry blackberry blackberry blackberry blackberry
"Quy tắc: - Z + Z Z + | Thay thế: Z bằng "" con dấu """,- con dấu + con dấu + con dấu +
"Quy tắc: - X - X Y | Thay thế: X bằng "" lion banana "" , Y bằng "" lê nho """,- Chuối sư tử - Lê nho chuối sư tử
"Quy tắc: - Z Z X = | Thay thế: X bằng "" kiwi "", Z bằng "" con dấu táo """,- Hải cẩu táo Kiwi =
"Quy tắc: * Z Z Y + = | Thay thế: Y bằng "" chuối "", Z bằng "" lê nho """,* lê nho lê chuối + =
"Quy tắc: + - X Z = Y | Thay thế: X bởi "" sư tử hải cẩu "", Y bởi "" việt quất "", Z bởi "" ngựa vằn """,+ - Ngựa vằn sư tử hải cẩu = quả việt quất
"Quy tắc: X X - Z = | Thay thế: X bởi "" peach blackberry "", Z bởi "" shark """,đào blackberry đào blackberry - cá mập =
"Quy tắc: X Z * = + | Thay thế: X bởi "" rắn hổ mang "" , Z bởi "" cò hải cẩu """,cò hải cẩu rắn hổ mang * = +
"Quy tắc: X - + X X * | Thay thế: X bởi "" lion seal """,Hải cẩu sư tử - + Hải cẩu sư tử Hải cẩu sư tử *
"Quy tắc: Z + X * | Thay thế: X bởi "" cò "" , Z bởi "" rắn hổ mang cá mập """,Rắn hổ mang cá mập + cò *
"Quy tắc: = Z X = Z | Thay thế: X bởi "" kiwi chuối "" , Z bởi "" chuột táo ""","= Táo, chuối, Kiwi = Chuột táo"
"Quy tắc: Y = X - * Z | Thay thế: X bởi "" chim cánh cụt dưa hấu "", Y bởi "" cá mập "", Z bởi "" hải cẩu chuối """,cá mập = chim cánh cụt dưa hấu - * hải cẩu chuối
"Quy tắc: + Y * Y | Thay thế: Y bởi "" việt quất """,+ Quả việt quất * Quả việt quất
"Quy tắc: Y - Y = | Thay thế: Y bởi "" kiwi táo """,Kiwi táo - Kiwi táo =
"Quy tắc: + = Y Z | Thay thế: Y bởi "" sư tử "" , Z bởi "" cá mập """,+ = Cá mập sư tử
"Quy tắc: - Y Z + | Thay thế: Y bằng "" chuối "", Z bằng "" chuối """,- Chuối Chuối +
"Quy tắc: * X = = X Z | Thay thế: X bởi "" cò dâu "" , Z bởi "" ngựa vằn trâu """,* Cò dâu = = Cò Ngựa vằn trâu
"Quy tắc: - + Z Y | Thay thế: Y bởi "" đào trâu "" , Z bởi "" đại bàng """,- + Đào trâu đại bàng
"Quy tắc: X Y * Z + | Thay thế: X bởi "" seal "" , Y bởi "" stork whale "" , Z bởi "" blackberry eagle """,Con cò hải cẩu Cá voi * Đại bàng Blackberry +
"Quy tắc: Z X * - * | Thay thế: X bởi "" shark "" , Z bởi "" kiwi """,Cá mập kiwi * - *
"Quy tắc: * Y Y - Y | Thay thế: Y bởi "" cá mập ngựa """,* Cá mập ngựa Cá mập ngựa - Cá mập ngựa
"Quy tắc: Z Y X * * | Thay thế: X bằng "" đào "" , Y bằng "" trâu ngựa "", Z bằng "" việt quất """,Trâu việt quất đào trâu * *
"Quy tắc: Z = X = Y | Thay thế: X bởi "" việt quất "" , Y bởi "" kiwi zebra "" , Z bởi "" lê nho """,lê nho = quả việt quất = ngựa vằn kiwi
"Quy tắc: + Y * * X | Thay thế: X bằng "" chuột đào "" , Y bằng "" đào nho """,+ Đào nho * * Chuột đào
"Quy tắc: * Y * Y X * | Thay thế: X bởi "" trâu cá voi "" , Y bởi "" việt quất """,* Quả việt quất * Trâu cá voi việt quất *
"Quy tắc: - - Y = Z | Thay thế: Y bởi "" chim cánh cụt "" , Z bởi "" ngựa vằn """,- - Chim cánh cụt = ngựa vằn
"Quy tắc: Z Y - + | Thay thế: Y bởi "" trâu "" , Z bởi "" quả việt quất đào """,Đào việt quất trâu trâu - +
"Quy tắc: X * Y + = Z | Thay thế: X bằng "" cá voi ngựa "", Y bằng "" trâu "" , Z bằng "" trâu """,Cá voi ngựa * trâu + = trâu
"Quy tắc: Y = X - | Thay thế: X bởi "" dưa hấu "" , Y bởi "" đại bàng cá voi """,đại bàng cá voi = dưa hấu -
"Quy tắc: - X Z + | Thay thế: X bởi "" blackberry stork "" , Z bởi "" seal """,- Con dấu cò dâu đen +
"Quy tắc: - - Z X Z | Thay thế: X bởi "" eagle "" , Z bởi "" rat whale ""","- - Cá voi chuột, đại bàng, chuột, cá voi"
"Quy tắc: * Z + X Z * | Thay thế: X bởi "" đại bàng cá voi "", Z bởi "" cò hải cẩu """,* Cò hải cẩu + cò hải cẩu đại bàng cá voi *
"Quy tắc: - Y * - Z X | Thay thế: X bởi "" nho "" , Y bởi "" lion whale "" , Z bởi "" cá voi cá mập """,- Cá voi sư tử * - nho cá voi cá mập
"Quy tắc: X X = Y + | Thay thế: X bởi "" cá mập "" , Y bởi "" lê sư tử """,Cá mập cá mập = lê sư tử +
"Quy tắc: + Y + - Z | Thay thế: Y bằng "" nho "" , Z bằng "" ngựa """,+ nho + - ngựa
"Quy tắc: Z Y X = - + | Thay thế: X bởi "" lion horse "" , Y bởi "" penguin "" , Z bởi "" chuối trâu ""","Chuối trâu, chim cánh cụt, sư tử, ngựa = - +"
"Quy tắc: Y Y - X + | Thay thế: X bởi "" chuột "" , Y bởi "" rắn hổ mang """,Rắn hổ mang - chuột +
"Quy tắc: Y * + X + | Thay thế: X bằng "" táo "" , Y bằng "" cá mập """,Cá mập * + táo +
"Quy tắc: * * Z X Z | Thay thế: X bởi "" kiwi "" , Z bởi "" nho cá voi ""","* * Nho cá voi, kiwi, nho cá voi"
"Quy tắc: = = Z Y * Y | Thay thế: Y bằng "" kiwi "", Z bằng "" chuối nho """,= = Kiwi nho chuối * Kiwi
"Quy tắc: Y X = = | Thay thế: X bằng "" con dấu "" , Y bằng "" đại bàng """,Hải cẩu đại bàng = =
"Quy tắc: Y = Z Z - + | Thay thế: Y bởi "" dâu đen "" , Z bởi "" ngựa """,dâu đen = ngựa - +
"Quy tắc: Z X = + * | Thay thế: X bởi "" cá mập "" , Z bởi "" ngựa hổ mang """,Cá mập ngựa hổ mang = + *
"Quy tắc: Y + Z - Y - | Thay thế: Y bởi "" rắn hổ mang dâu "" , Z bởi "" chuột """,rắn hổ mang dâu + chuột - rắn hổ mang dâu tây -
"Quy tắc: X * - Y * | Thay thế: X bằng "" ngựa đại bàng "" , Y bằng "" hải cẩu sư tử """,Ngựa đại bàng * - Hải cẩu sư tử *
"Quy tắc: X Y + - Z | Thay thế: X bởi "" cá voi chuối "" , Y bởi "" kiwi dâu tây "" , Z bởi "" trâu ngựa """,Kiwi cá voi chuối dâu tây + - trâu ngựa
"Quy tắc: = X + + X | Thay thế: X bởi "" trâu """,= trâu + + trâu
"Quy tắc: X Z = Z = | Thay thế: X bằng "" đại bàng "" , Z bằng "" trâu """,Trâu đại bàng = trâu =
"Quy tắc: * Z + - X | Thay thế: X bởi "" rắn hổ mang "" , Z bởi "" chim cánh cụt """,* Chim cánh cụt + - Rắn hổ mang
"Quy tắc: X X + = | Thay thế: X bởi "" táo cá voi """,táo cá voi táo táo táo + =
"Quy tắc: - Z + - Y | Thay thế: Y bằng "" ngựa "" , Z bằng "" rắn hổ mang """,- Rắn hổ mang + - ngựa
"Quy tắc: X * - + X | Thay thế: X bởi "" sư tử """,sư tử * - + sư tử
"Quy tắc: X X = + | Thay thế: X bằng "" đào """,đào đào = +
"Quy tắc: - + + X Y | Thay thế: X bởi "" blackberry shark "" , Y bởi "" penguin lion """,- + + Sư tử chim cánh cụt cá mập đen
"Quy tắc: Y = X X - | Thay thế: X bởi "" ngựa vằn "" , Y bởi "" dưa hấu blackberry """,dâu đen dưa hấu = ngựa vằn -
"Quy tắc: + X X - | Thay thế: X bởi "" dưa hấu cò ""","+ Cò dưa hấu, dưa hấu, dưa hấu -"
"Quy tắc: Z + = = Z Y | Thay thế: Y bởi "" dâu tây "" , Z bởi "" rắn hổ mang ngựa """,rắn hổ mang ngựa + = = dâu tây rắn hổ mang ngựa
"Quy tắc: Z - Z Z + | Thay thế: Z bởi "" kiwi blackberry """,Kiwi Blackberry - Kiwi Blackberry Kiwi Blackberry +
"Quy tắc: - X * Y - Z | Thay thế: X bằng "" chuột ngựa "" , Y bằng "" trâu kiwi "" , Z bằng "" ngựa """,- Chuột ngựa * Kiwi Buffalo - Ngựa
"Quy tắc: - Z X = Z | Thay thế: X bằng "" sư tử "" , Z bằng "" ngựa """,- sư tử ngựa = ngựa
"Quy tắc: * - X * Y | Thay thế: X bởi "" dâu tây cá voi "" , Y bởi "" trâu ngựa """,* - dâu tây cá voi * trâu ngựa
"Quy tắc: X Z Y = + | Thay thế: X bởi "" kiwi dâu "" , Y bởi "" ngựa vằn "" , Z bởi "" chim cánh cụt đào ""","Kiwi dâu tây, chim cánh cụt đào, ngựa vằn = +"
"Quy tắc: Y Y + * Y | Thay thế: Y bằng "" nho """,nho + * nho
"Quy tắc: X * Z Z - - | Thay thế: X bởi "" eagle pear "" , Z bởi "" eagle """,lê đại bàng * đại bàng đại bàng - -
"Quy tắc: Y - + + X | Thay thế: X bằng "" táo cá voi "" , Y bằng "" con dấu """,con dấu - + + táo cá voi
"Quy tắc: X Y - = | Thay thế: X bằng "" chuối "", Y bằng "" lê """,lê chuối - =
"Quy tắc: - X - X - | Thay thế: X bởi "" dâu tây dưa hấu """,- Dâu tây dưa hấu - dâu dưa hấu -
"Quy tắc: + + + Y X | Thay thế: X bằng "" ngựa vằn chuối "", Y bằng "" hải cẩu lê """,+ + + Ngựa vằn chuối hải cẩu lê
"Quy tắc: X Y * = | Thay thế: X bằng "" seal "" , Y bằng "" blackberry seal """,Con dấu BlackBerry * =
"Quy tắc: = Y Z + Z | Thay thế: Y bởi "" rắn hổ mang cá mập "" , Z bởi "" đào """,= đào rắn hổ mang cá mập + đào
"Quy tắc: * Y = X Y = | Thay thế: X bởi "" eagle eagle "" , Y bởi "" kiwi """,* Kiwi = Kiwi đại bàng =
"Quy tắc: X + Y - | Thay thế: X bởi "" rắn hổ mang "" , Y bởi "" đại bàng """,rắn hổ mang + đại bàng -
"Quy tắc: X * Z * = | Thay thế: X bởi "" apple peach "", Z bởi "" eagle """,đào táo * đại bàng * =
"Quy tắc: - X - + Z X | Thay thế: X bởi "" ngựa vằn "", Z bởi "" chim cánh cụt blackberry """,- Ngựa vằn - + Ngựa vằn dâu đen chim cánh cụt
"Quy tắc: Z Y - - Y - | Thay thế: Y bởi "" zebra blueberry "" , Z bởi "" chuối kiwi """,chuối Kiwi Zebra Blueberry - - Ngựa vằn việt quất -
"Quy tắc: * Y * Y - X | Thay thế: X bởi "" kiwi việt quất "" , Y bởi "" kiwi """,* Kiwi * Kiwi - Kiwi việt quất
"Quy tắc: X = - - X | Thay thế: X bởi "" sư tử """,sư tử = - - sư tử
"Quy tắc: - X * Z Y = | Thay thế: X bằng "" chim cánh cụt hải cẩu "", Y bằng "" dưa hấu "", Z bằng "" rắn hổ mang """,- Chim cánh cụt hải cẩu * Dưa hấu rắn hổ mang =
"Quy tắc: X = * + Y | Thay thế: X bằng "" hải cẩu cá mập "", Y bằng "" con dấu """,hải cẩu cá mập = * + con dấu
"Quy tắc: + Y = Y + | Thay thế: Y bởi "" cò """,+ Cò = Cò +
"Quy tắc: Z Y * - Y | Thay thế: Y bởi "" kiwi lê "" , Z bởi "" cò cá voi """,cò cá voi lê kiwi * - lê kiwi
"Quy tắc: + - X Y | Thay thế: X bằng "" ngựa "" , Y bằng "" việt quất cò """,+ - cò ngựa việt quất
"Quy tắc: Y Z = = = Z | Thay thế: Y bằng "" con dấu "" , Z bằng "" con dấu chuột """,hải cẩu chuột = = = = hải cẩu chuột
"Quy tắc: Y = * Z | Thay thế: Y bởi "" blueberry cobra "" , Z bởi "" blackberry apple """,Rắn hổ mang việt quất = * táo đen
"Quy tắc: - X X + - | Thay thế: X bởi "" cá voi ngựa """,- Cá voi ngựa + -
"Quy tắc: * Z - Y X | Thay thế: X bằng "" chuột "", Y bằng "" kiwi "", Z bằng "" đào """,* Đào - chuột kiwi
"Quy tắc: + Y Y = - Y | Thay thế: Y bởi "" blackberry pear """,+ lê blackberry lê blackberry = - lê blackberry
"Quy tắc: Y + X - | Thay thế: X bởi "" cá voi "", Y bởi "" blackberry chuối """,Chuối Blackberry + Cá voi -
"Quy tắc: - = Y - Z | Thay thế: Y bởi "" đại bàng "", Z bởi "" trâu """,- = Đại bàng - trâu
"Quy tắc: Z = + X | Thay thế: X bởi "" cá mập "" , Z bởi "" chuột """,chuột = + cá mập
"Quy tắc: Z * Y * X * | Thay thế: X bởi "" nho dâu "" , Y bởi "" ngựa vằn chim cánh cụt "" , Z bởi "" hải cẩu lê """,Hải cẩu lê * Ngựa vằn chim cánh cụt * Nho dâu tây *
"Quy tắc: = X Z - Y + | Thay thế: X bởi "" chuột kiwi "" , Y bởi "" dâu tây cá mập "" , Z bởi "" chuột """,= Chuột kiwi - dâu tây cá mập +
"Quy tắc: Y X + X * | Thay thế: X bằng "" con dấu "", Y bằng "" quả chuối kiwi """,Con dấu chuối kiwi + Con dấu *
"Quy tắc: X Y Z * = = | Thay thế: X bởi "" lê "" , Y bởi "" rắn hổ mang "" , Z bởi "" đại bàng """,Đại bàng rắn hổ mang lê * = =
"Quy tắc: + X - Z + X | Thay thế: X bởi "" pear apple "" , Z bởi "" horse blackberry """,+ Táo lê - dâu đen ngựa + táo lê
"Quy tắc: X - Z X * + | Thay thế: X bởi "" nho "" , Z bởi "" chuột cá voi """,nho - nho chuột cá voi * +
"Quy tắc: - Z Z Z + - | Thay thế: Z bởi "" kiwi """,- Kiwi Kiwi Kiwi + -
"Quy tắc: Z - * X | Thay thế: X bởi "" whale "" , Z bởi "" blackberry pear """,lê dâu đen - * cá voi
"Quy tắc: - = Y - Z | Thay thế: Y bằng "" trâu "" , Z bằng "" táo """,- = trâu - táo
"Quy tắc: X Y * Z = | Thay thế: X bởi "" ngựa vằn lê "", Y bởi "" việt quất blackberry "", Z bởi "" dưa hấu đào """,lê ngựa vằn việt quất blackberry * dưa hấu đào =
"Quy tắc: Y + * = Y Y | Thay thế: Y bởi "" lion peach """,đào sư tử + * = sư tử đào sư tử đào
"Quy tắc: - X * Z Z | Thay thế: X bởi "" chim cánh cụt chuột "" , Z bởi "" chim cánh cụt nho """,- Chim cánh cụt chuột * Chim cánh cụt nho Chim cánh cụt nho
"Quy tắc: * = - X X X | Thay thế: X bằng "" chuối ""","* = - chuối, chuối, chuối"
"Quy tắc: * X = X | Thay thế: X bởi "" trâu dưa hấu """,* Trâu dưa hấu = trâu dưa hấu
"Quy tắc: * X Z * + | Thay thế: X bởi "" cobra banana "", Z bởi "" whale """,* Rắn hổ mang chuối cá voi * +
"Quy tắc: + X Z * | Thay thế: X bởi "" apple "" , Z bởi "" blackberry seal """,+ Con dấu BlackBerry táo *
"Quy tắc: + X Z X * - | Thay thế: X bằng "" đào "" , Z bằng "" rắn hổ mang dưa hấu """,+ Đào dưa hấu đào * -
"Quy tắc: * Y * * Z X | Thay thế: X bằng "" ngựa "" , Y bằng "" quả dâu đen đào "", Z bằng "" đại bàng """,* đào blackberry * * ngựa đại bàng
"Quy tắc: Z - + Z - | Thay thế: Z bởi "" dưa hấu """,dưa hấu - + dưa hấu -
"Quy tắc: Y = Y - Z | Thay thế: Y bởi "" kiwi đại bàng "" , Z bởi "" việt quất """,Kiwi đại bàng = Kiwi đại bàng - việt quất
"Quy tắc: X * + = Y | Thay thế: X bằng "" chuối nho "" , Y bằng "" dưa hấu nho """,chuối nho * + = dưa hấu nho
"Quy tắc: - X = X | Thay thế: X bằng "" ngựa """,- ngựa = ngựa
"Quy tắc: Y X X + + + | Thay thế: X bởi "" kiwi "" , Y bởi "" kiwi nho ""","nho kiwi, kiwi, kiwi + + +"
"Quy tắc: Y = + Z Z - | Thay thế: Y bởi "" dưa hấu nho "" , Z bởi "" lê blackberry """,dưa hấu nho = + lê blackberry lê blackberry blackberry -
"Quy tắc: - + Z X | Thay thế: X bằng "" chim cánh cụt "", Z bằng "" dâu tây """,- + Chim cánh cụt dâu tây
"Quy tắc: + * Z Y Z | Thay thế: Y bằng "" ngựa "" , Z bằng "" cá mập lê """,+ * Cá mập lê ngựa lê Cá mập lê
"Quy tắc: * Y - X + | Thay thế: X bởi "" chuột ngựa vằn "" , Y bởi "" cá mập ngựa """,* Cá mập ngựa - Chuột ngựa vằn +
"Quy tắc: Z - = * X | Thay thế: X bằng "" nho táo "", Z bằng "" cò """,cò - = * nho táo
"Quy tắc: Z - X = - | Thay thế: X bằng "" ngựa vằn "" , Z bằng "" ngựa chuối """,Ngựa chuối - ngựa vằn ngựa = -
"Quy tắc: * X = Y | Thay thế: X bằng "" nho ngựa "" , Y bằng "" kiwi """,* Nho ngựa = Kiwi
"Quy tắc: * * Z = Y X | Thay thế: X bằng "" chuột táo "", Y bằng "" quả việt quất "", Z bằng "" quả việt quất """,* * quả việt quất = chuột táo việt quất
"Quy tắc: Y X + = * | Thay thế: X bởi "" đại bàng cò "" , Y bởi "" đại bàng """,Đại bàng cò đại bàng + = *
"Quy tắc: Z + * Z X | Thay thế: X bởi "" penguin grape "" , Z bởi "" kiwi zebra """,Ngựa vằn Kiwi + * Nho chim cánh cụt Kiwi Zebra
"Quy tắc: * * X Z | Thay thế: X bằng "" sư tử cò "", Z bằng "" hải cẩu ngựa """,* * Con cò sư tử hải cẩu ngựa
