source,target
Quy tắc: X * Z = | Z X * = | * = Z X | * Z X = | Kết quả: * = việt quất việt quất dưa hấu,* = Z X
Quy tắc: + * Y X | X * + Y | Y * + X | * Y X + | Kết quả: + * dưa hấu hải cẩu chuột táo,+ * Y X
Quy tắc: + + Y X | Y + + X | + X Y + | X Y + + X | Kết quả: blackberry eagle blackberry + + blackberry,X Y + + X
Quy tắc: X - + | + - X | - X + | X X - + | Kết quả: lê lê - +,X X - +
Quy tắc: + Z X * | X * + Z | X * Z + | Z * + X | Kết quả: đào * + đại bàng,Z * + X
Quy tắc: + Z * X | * + X Z | Z * X + | Z X * + | Kết quả: * + chuối chuột đào,* + X Z
Quy tắc: X + Y * + | * + X + Y | + Y X * + | + Y * + X | Kết quả: + kiwi cò * + rắn hổ mang cánh cụt,+ Y * + X
Quy tắc: - Z + | Z + - | Z - + Z | - Z + | Kết quả: cò - + cò,Z - + Z
Quy tắc: * + X * | * * + X X | + X * * | + * X * | Kết quả: * * + đại bàng đại bàng,* * + X X
Quy tắc: Y - - | Y - - | - - Y | Y - Y - | Kết quả: đào dưa hấu - đào dưa hấu -,Y - Y -
Quy tắc: X Y * = | * Y X = | X * = Y | * X = Y | Kết quả: sư tử ngựa vằn * = đào táo,X * = Y
Quy tắc: + X * = Y | * + Y = X | X * = + Y | = Y X * + | Kết quả: * + chuột lê = ngựa,* + Y = X
Quy tắc: * Y X * | Y * X * | * Y * X | Y * X * | Kết quả: * Cò hổ mang * dưa hấu đại bàng,* Y * X
Quy tắc: = = Y X * | * = Y = X | * X Y = = | Y X = = * | Kết quả: * Chuột cá voi đại bàng = =,* X Y = =
Quy tắc: = + Z Y | = Z + Y | = Z Y + | Z Y + = Y | Kết quả: cò việt quất cá voi lê + = cò việt quất,Z Y + = Y
Quy tắc: = Z * Y | Y = * Z | * Z Y = | = * Y Z | Kết quả: = * quả việt quất táo ngựa rắn hổ mang,= * Y Z
Quy tắc: - = Z X | - X Z = | - = X Z | Z X - = | Kết quả: - = chim cánh cụt blackberry eagle,- = Z X
Quy tắc: X * + + | + X + * | X X + + * | * + + X | Kết quả: blackberry rat blackberry rat + + *,X X + + *
Quy tắc: X = Z * | = * Z X | * X Z = | * = X Z | Kết quả: = * việt quất cá mập,= * Z X
Quy tắc: = = Y = | = = Y = | Y = = = | = = Y Y = | Kết quả: = = trâu táo trâu =,= = Y Y =
Quy tắc: Y * = = Y | Y = = * | = Y * = | Y = = * | Kết quả: sư tử * = = sư tử,Y * = = Y
Quy tắc: + - + X | - X + + X | + - + X | X + + - | Kết quả: - Chim cánh cụt rắn hổ mang + + chim cánh cụt rắn hổ mang,- X + + X
Quy tắc: * * Y Y + | * Y * + | * + * Y | Y * * + | Kết quả: * * cá voi +,* * Y Y +
Quy tắc: * Z * Y | Y * Z * | Y * * Z | Y * * Z | Kết quả: * táo dưa hấu * dưa hấu,* Z * Y
Quy tắc: Y Z = = | Y = Y Z = | = = Z Y | = Y Z = | Kết quả: cá voi = việt quất ngựa vằn cá voi =,Y = Y Z =
Quy tắc: Y X * - Y = | X * = - Y | * = - Y X | = * Y - X | Kết quả: chuột táo * - táo =,Y X * - Y =
Quy tắc: - = Y | Y - = Y | Y - = | Y = - | Kết quả: cá voi cá voi - = cá voi,Y - = Y
Quy tắc: + = Y X | Y = X + | X = + Y | Y X + = | Kết quả: + = trâu hổ mang chim cánh cụt cá mập,+ = Y X
Quy tắc: + * X | X * + | * + X | X + X * | Kết quả: nho + nho *,X + X *
Quy tắc: + Z X = | X Z = + | + X Z = | Z + = X | Kết quả: + lê đào chuột =,+ X Z =
Quy tắc: Y + * X - | + * - Y X | Y - * + X | X - + Y * | Kết quả: chuối nho + * rắn hổ mang -,Y + * X -
Quy tắc: * * Z * Y | * Y Z * * | * Y * * Z | Y Z Z * * * | Kết quả: rắn hổ mang sư tử trâu sư tử trâu * * *,Y Z Z * * * *
Quy tắc: + Y = Y = | = Y + = | Y = + = | Y = + = | Kết quả: + rắn hổ mang cánh cụt = rắn hổ mang cánh cụt =,+ Y = Y =
Quy tắc: * Y Z * | Z * Y * | * Y Z * | Z Y Y * * | Kết quả: sư tử chuối cá voi chuối cá voi * *,Z Y Y * *
Quy tắc: + Z + | + Z + | + Z Z + | + Z + | Kết quả: + táo táo +,+ Z Z +
Quy tắc: + Z = * X | Z X + X = * | = + Z X * | Z X = + * | Kết quả: cò đại bàng + cò = *,Z X + X = *
Quy tắc: Z Y * * = Z | = * Z * Y | * Z = * Y | Y * * Z = | Kết quả: táo sư tử ngựa vằn * * = sư tử ngựa vằn,Z Y * * = Z
Quy tắc: Y - - | - - Y | - Y - | Y Y Y - - | Kết quả: hải cẩu cá mập hải cẩu cá mập hải cẩu cá mập - -,Y Y Y - -
Quy tắc: * X Z + + | * Z + + X | * X + + Z | + Z + * X | Kết quả: * sư tử + + lê đào,* X + + Z
Quy tắc: Y * = X | Y * = X | X Y * = | * Y X = | Kết quả: * Ngựa vằn hải cẩu =,* Y X =
Quy tắc: X Y Y = = | Y = X = | = X = Y | = X = Y | Kết quả: dưa hấu đại bàng = =,X Y Y = =
Quy tắc: * * X = | X * X * = X | * X * = | X * = * | Kết quả: chuột táo * chuột táo * = chuột táo,X * X * = X
Quy tắc: * = Z X * | = * Z X * | * * X Z = | Z = * X X * | Kết quả: chuột việt quất = * ngựa dâu tây *,Z = * X X *
Quy tắc: - Z X = * | Z = X - * | X * - = Z | X Z - * = | Kết quả: - cò dâu dưa hấu = *,- Z X = *
Quy tắc: - Z = + X | Z X X + = - | + Z X = - | - + = X Z | Kết quả: hải cẩu đại bàng chim cánh cụt đào + = -,Z X X + = -
Quy tắc: - X Z = = | Z = X - = | = Z - = X | Z - = = X | Kết quả: = sư tử cá mập - = ngựa,= Z - = X
Quy tắc: = Z Y - | Z = Z - Y | = Z - Y | Y = - Z | Kết quả: dưa hấu = dưa hấu - dưa hấu cá voi,Z = Z - Y
Quy tắc: * Z = * X | = * X * Z | Z = X * * | = * * X Z | Kết quả: chuối lê = blackberry * *,Z = X * *
Quy tắc: Y - X Z - | Y - - X Z | - - Y Z X | X Y Z - - | Kết quả: chuối trâu đại bàng dưa hấu chuột táo - -,X Y Z - -
Quy tắc: Z + Y X * + | Z + Y + X * | X Z * Y + + | Y Z * + + X | Kết quả: chim cánh cụt blackberry * blackberry + +,X Z * Y + +
Quy tắc: Y + - * | - Y + * | + * Y - | Y Y - + * | Kết quả: nho nho - + *,Y Y - + *
Quy tắc: X + Z = + | + Z X = + | + + Z = X | + = X Z + | Kết quả: đào chuối + đào rắn hổ mang = +,X + Z = +
Quy tắc: * Z - X | Z * - X | - X Z * | * X Z - | Kết quả: * Nho cánh cụt - Chim cánh cụt ngựa vằn,* Z - X
Quy tắc: + Z X - | + - Z X | X Z + - | + X Z Z - | Kết quả: + Chuối hải cẩu đại bàng -,+ X Z Z -
Quy tắc: Z Y + + * | Y * + + Z | + + * Y Z | Y Z + + * | Kết quả: cá voi * + + kiwi,Y * + + Z
Quy tắc: = Z - Y | Y - Z = | = Y Z - | - = Y Z | Kết quả: - = trâu dưa hấu táo đại bàng,- = Y Z
Quy tắc: X * + Z | + Z * X | Z X * + | X Z + * | Kết quả: + lê * chuối,+ Z * X
Quy tắc: Y Y + + + Y | + + Y + | + + Y + | Y + + + | Kết quả: dưa hấu việt quất dưa hấu + + + dưa hấu việt quất,Y Y + + + Y
Quy tắc: * X Y - | - X * Y | - * Y X | Y - * X | Kết quả: - blackberry blackberry * dưa hấu kiwi,- X * Y
Quy tắc: = Y - = Y X | = X Y * Z | = - X = Y | X - Y = = | Kết quả: = táo ngựa - = đại bàng việt quất táo ngựa,= Y - = Y X
Quy tắc: + Z Z - X | - + X Z | X - Z + | + Z X - | Kết quả: + lê dưa hấu lê - việt quất trâu,+ Z Z - X
Quy tắc: - * Y Z | Z - Y * | Z Y * - | Y Z * - | Kết quả: cá voi - đại bàng táo *,Z - Y *
Quy tắc: = = Z X | = X = Z | = X = Z | = X = Z | Kết quả: = dưa hấu = trâu việt quất,= X = Z
Quy tắc: - X + Y Z | - + Y X Z | - + Y Z X | X Z - + Y | Kết quả: - Chim cánh cụt việt quất + Dưa hấu dưa hấu dâu tây,- X + Y Z
Quy tắc: Y X = Z = | Z = = X Y | Z = X = Y | = Z X = Y | Kết quả: ngựa vằn dưa hấu việt quất = ngựa dâu =,Y X = Z =
Quy tắc: - X Z + + | Z + Z - + X | Z + - X + | + X + Z - | Kết quả: sư tử + sư tử - + cá mập voi,Z + Z - + X
Quy tắc: Z * = - X | * X X Z - = | Z - * X = | = X - Z * | Kết quả: * Cò hổ mang kiwi kiwi - =,* X X Z - =
Quy tắc: = Y Z * | Y * Z = | Y * = Z | Z Y * = | Kết quả: = cò trâu nho kiwi *,= Y Z *
Quy tắc: + = + X | + = + X | + + = X | = + X X + | Kết quả: = + cá voi +,= + X X +
Quy tắc: * = X X | * X = | = * X | X * = | Kết quả: * = kiwi chim cánh cụt,* = X X
Quy tắc: Y Z - + * | - * Y + Z | + * Y Z Y - | * - Z + Y | Kết quả: + * chim cánh cụt dưa hấu đại bàng việt quất chim cánh cụt dưa hấu -,+ * Y Z Y -
Quy tắc: = - + Y X | Y + - X = | Y = + X - | Y - + = X | Kết quả: đào = + lê chuối -,Y = + X -
Quy tắc: Z + Y - | + Z Z - Y | Y - Z + | - + Y Z | Kết quả: + Cá mập cá mập - sư tử,+ Z Z - Y
Quy tắc: - Z * Y | * - Z Y | Z Y * - | - Y Z * Y | Kết quả: - rắn hổ mang ngựa * ngựa,- Y Z * Y
Quy tắc: - Y = | = - Y | - = Y | = Y Y - | Kết quả: = con dấu -,= Y Y -
Quy tắc: - = + Z Y | = + Y - Z | Z + = - Y | Z Y + = - | Kết quả: cá voi sư tử rắn hổ mang + = -,Z Y + = -
Quy tắc: + X + = Z | + Z X = + | X = + + Z | = Z X + + | Kết quả: + táo + = chuối trâu,+ X + = Z
Quy tắc: Y - = = Z | = Z = Z Y - | - = = Y Z | - Z = Y = | Kết quả: = dâu tây = cá mập dâu tây -,= Z = Z Y -
Quy tắc: + Y * Z | * Y Z + | + Z * Y | Y Z * + | Kết quả: + rắn hổ mang cò * dâu đen,+ Y * Z
Quy tắc: - + Y X Z | - Z + Y X | Z + Y X - | Y Z X + - | Kết quả: - + Cá voi nho cá mập kiwi,- + Y X Z
Quy tắc: + Y - | Y + - | Y + - Y | + - Y | Kết quả: cá voi + - cá voi,Y + - Y
Quy tắc: X X X = - | - X = | - = X | - X = | Kết quả: ngựa lê ngựa lê ngựa lê = -,X X X = -
Quy tắc: * + = Z | * = Z + | + Z Z * Z = | Z + = * | Kết quả: + dâu tây * dâu tây =,+ Z Z * Z =
Quy tắc: * + = X | * = + X | + X = * X | = X + * | Kết quả: + táo = * táo,+ X = * X
Quy tắc: Y Z = - | - Z = Y | = - Y Z | Z Y = - Z | Kết quả: rắn hổ mang dưa hấu chuối = - dưa hấu chuối,Z Y = - Z
Quy tắc: Z + + Y X | + + Y X Z | + Y Z + X | Y Z + + X | Kết quả: blackberry blackberry dưa hấu + + cá voi hổ mang,Y Z + + X
Quy tắc: X - Z Y = * | Y Z X * - = | Z = * Y - X | Z Y = - * X | Kết quả: chim cánh cụt hải cẩu = * kiwi trâu - hải cẩu sư tử,Z = * Y - X
Quy tắc: + Z Y + X | Y + X + Z | X + + Z Y | + Y + X Z | Kết quả: nho dâu đen + lê chuột + ngựa vằn dưa hấu,Y + X + Z
Quy tắc: = - X Y | Y - X = | X Y = - | Y = - X | Kết quả: táo hải cẩu chim cánh cụt = -,X Y = -
Quy tắc: = * Z - | = Z Z * - | = Z * - | Z - * = | Kết quả: = chuối chuối * -,= Z Z * -
Quy tắc: + - Y Z | Z - + Y | Z - Y + | Z - + Y | Kết quả: cá mập - + đại bàng dưa hấu,Z - + Y
Quy tắc: * + Z = Y | * = + Y Z | = + Z Y * | = Z * + Y | Kết quả: = + trâu chuột đại bàng *,= + Z Y *
Quy tắc: * + - Y | + * Y - | Y Y - * + | Y + - * | Kết quả: trâu táo trâu - * +,Y Y - * +
Quy tắc: - + Y Z | + - Z Y | + Z - Y | + Z Y Y - | Kết quả: + Ngựa vằn việt quất dâu tây nho dâu tây -,+ Z Y Y -
Quy tắc: Z + * * | + * Z Z Z * | Z * * + | Z * + * | Kết quả: + * nho blackberry nho blackberry nho blackberry *,+ * Z Z Z *
Quy tắc: Z = - | = Z Z Z - | - = Z | Z - = | Kết quả: = chuối chuối -,= Z Z Z -
Quy tắc: X + - Y = X | = + X - Y | X Y = - + | - Y X = + | Kết quả: dưa hấu + - kiwi việt quất = dưa hấu,X + - Y = X
Quy tắc: - = * X Y | - * Y X = Y | X Y - * = | - = Y * X | Kết quả: - * đào cá mập cò = cá mập cò,- * Y X = Y
Quy tắc: Y * * X | X * Y * | * * X Y | Y X * * | Kết quả: cò chim cánh cụt rắn hổ mang * *,Y X * *
Quy tắc: * Z X + | * + Z X | + X * Z | Z X + * | Kết quả: * + Đại bàng lê chuột dâu tây,* + Z X
Quy tắc: * Z * Y | Y Z - = * | Y Z * * | Y * Z * | Kết quả: chim cánh cụt chim cánh cụt táo rắn hổ mang * rắn hổ mang táo *,Y Z * Z *
Quy tắc: = Z Z = + | = Z + = | Z + = = | Z = + = | Kết quả: = đào đào = +,= Z Z = +
Quy tắc: = = Z Y - Y | Z = - = Y | = Y = - Z | = = Y Z - | Kết quả: = = chuột lê blackberry - blackberry,= = Z Y - Y
Quy tắc: Z = Y * | Y * Z = Z | Z * = Y | Z Y = * | Kết quả: kiwi đào * đào dưa hấu = đào dưa hấu,Y * Z = Z
Quy tắc: - X = Y | Y = X - | - X = Y | = X - Y | Kết quả: lê dâu tây = kiwi táo -,Y = X -
Quy tắc: * Y X * | * X Y * | Y * * X | Y * * X | Kết quả: * Hải cẩu chuối việt quất *,* X Y *
Quy tắc: Z * = Z Y + | * + Y Z = | Z = + Y * | Y = Z * + | Kết quả: việt quất sư tử * = việt quất việt quất +,Z * = Z Y +
Quy tắc: * * X Y | Y * * X | Y X * * | X * Y * | Kết quả: đào * * táo lê,Y * * X
Quy tắc: X X + * X * | X * + * | X * + * | * + X * | Kết quả: cá voi hổ mang + * cá voi hổ mang *,X X + * X *
Quy tắc: + X = + | X + = + | X X + + = | + + = X | Kết quả: chim cánh cụt sư tử + + =,X X + + =
Quy tắc: X - Y Y + | Y - + X | - Y X + | - X Y + | Kết quả: đào ngựa - dưa hấu đào dưa hấu đào +,X - Y Y +
Quy tắc: Z Y - = | = Z Y - | Y Z - Z = | - = Y Z | Kết quả: rắn hổ mang cá mập cá mập dưa hấu - rắn hổ mang cá mập =,Y Z - Z =
Quy tắc: * X + * X Z | + * Z * X | * X * + Z | Z + X * * | Kết quả: * cá mập + * dâu tây cá mập,* X + * X Z
Quy tắc: X Z * = X | * = Z X | Z * X = | = X Z * | Kết quả: cá voi trâu dâu * = dâu tây,X Z * = X
Quy tắc: Y Y Y * = - | = * - Y | Y * = - | - Y - Z | Kết quả: chim cánh cụt chim cánh cụt chim cánh cụt chim cánh cụt * = -,Y Y Y * = -
Quy tắc: + - Y Z | - + Z Y | - Y Z + | Z + Y - Z | Kết quả: chim cánh cụt + đào đào - chim cánh cụt,Z + Y - Z
Quy tắc: X Z * + = | X Z * = + | + Z * X = | = Z X + * | Kết quả: + dâu tây ngựa * táo lê =,+ Z * X =
Quy tắc: = + Y = | + = = Y | Y + = Y = Y | = + = Y | Kết quả: đào + = đào = đào,Y + = Y = Y
Quy tắc: - * X - X | - X * - | * X - - | - - * X | Kết quả: - * chuột - chuột,- * X - X
Quy tắc: - - Z | - Z - | - Z - Z | - - Z | Kết quả: - đại bàng việt quất - đại bàng việt quất,- Z - Z
Quy tắc: - + - X Y | Y + X - - | + X - Y - | + Y - - X X | Kết quả: + Sư tử chuối - - Chuột lê chuột lê,+ Y - - X X
Quy tắc: Z Y - = Y | Y Z - = | - = Z Y | = Y Z - | Kết quả: con dấu lê việt quất - = con dấu,Z Y - = Y
Quy tắc: X Y Y + * | Y + * X | * Y X + | + * X Y | Kết quả: kiwi rắn hổ mang đào đào + *,X Y Y + *
Quy tắc: = + Y Z = Z | Y Z = + = | = + Z = Y | Z + = Y = | Kết quả: = + đào kiwi lê = đào,= + Y Z = Z
Quy tắc: X Z * = = Y | * Y Z = X = | * Z X = Y = | Y * = = Z X | Kết quả: * táo chuột chuối = lê rắn hổ mang =,* Z X = Y =
Quy tắc: = Z - | = Z - | Z = - | Z - Z = | Kết quả: lê kiwi - lê kiwi =,Z - Z =
Quy tắc: + * Y - Z X | * - + Z Y X | + - X * Y Z | + X - Y * Z | Kết quả: + - cò dâu * sư tử việt quất trâu cá voi,+ - X * Y Z
Quy tắc: X = + Z | = X + Z | X = Z + | = + x x z | Kết quả: = + rắn hổ mang chim cánh cụt rắn hổ mang chim cánh cụt kiwi táo,= + X X Z
Quy tắc: Y X * + | + * X Y | X * Y + | * + Y X | Kết quả: dâu đào * chim cánh cụt đào +,X * Y +
Quy tắc: X Z * = | = X Z * | X Z = * | = X Z * | Kết quả: trâu cá mập * =,X Z * =
Quy tắc: Y X + - Z | Z + X Y - | Z + X Y - | - + Y X Z | Kết quả: cò nho + chim cánh cụt kiwi -,Z + X Y -
Quy tắc: = = Y * Z | Y * = = Z | Z = = Y * | = * Z Y Z = | Kết quả: = * ngựa vằn chuột =,= * Z Y Z =
Quy tắc: X = - Z | = X Z Z - | X Z = - | X - Z = | Kết quả: = kiwi quất việt quất việt quất việt quất -,= X Z Z -
Quy tắc: * Z * + X | X Z + * * | * Z Z + X * | * * X Z + | Kết quả: * rắn hổ mang + cá voi việt quất *,* Z Z + X *
Quy tắc: - Y * X Z | Z Y - X * | * Y X Z - | Y Z - X * | Kết quả: Ngựa vằn đại bàng chuối - kiwi đại bàng *,Z Y - X *
Quy tắc: - Y - + | - Y + - | Y - - + | Y - Y - + | Kết quả: lion strawberry - lion strawberry - +,Y - Y - +
Quy tắc: + Y - X Z + | Z + + X Y - | X - Y Z + + | + Y Z - X + | Kết quả: + Dâu tây ngựa - Kiwi dưa hấu việt quất +,+ Y - X Z +
Quy tắc: - - - Z | - Z - - | Z - - - | - - Z - Z | Kết quả: - - blackberry - blackberry,- - Z - Z
Quy tắc: Y + - | + - Y | - + Y | Y + Y - Y | Kết quả: cá voi cá mập + cá voi cá mập - cá mập voi,Y + Y - Y
Quy tắc: - Y X - | Y X - - | Y - X - | - X X Y - | Kết quả: - chuối blackberry chuối blackberry chuột -,- X X Y -
Quy tắc: - X - * | X X - * - | - - * X | - * - X | Kết quả: cá voi táo cá voi táo - * -,X X - * -
Quy tắc: * Z = | Z = Z * | Z * = | = * Z | Kết quả: sư tử cò = sư tử cò *,Z = Z *
Quy tắc: Z X - - - | Z - - - X | X - - Z - | Z - - - X | Kết quả: trâu trâu - - - nho,Z - - - X
Quy tắc: - Y = Z | Z Y = Z - | - Y = Z | Y - Z = | Kết quả: cò táo = cò -,Z Y = Z -
Quy tắc: Y + - Z + | Y + - + Z | + + - Z Y | + Y Z + - | Kết quả: + niêm phong nho + -,+ Y Z + -
Quy tắc: = = Z | Z = = Z | = Z = | = = Z | Kết quả: kiwi = = kiwi,Z = = Z
Quy tắc: - + X | - X + | X - + | - X + X | Kết quả: - cò + cò,- X + X
Quy tắc: - X = - X | X - - = | X - - = | - = X - | Kết quả: - chuối = - chuối,- X = - X
Quy tắc: Y - + X | X Y - + | - X + Y | Y X + - | Kết quả: trâu dưa hấu - + cá voi,Y - + X
Quy tắc: = - X = X | - X = = | X - = = | = X - = | Kết quả: = - dâu chuột = dâu chuột,= - X = X
Quy tắc: Y Z = X + | X + = Z Y | Z = + X Y | X + Y Z = | Kết quả: rắn hổ mang + quả táo đại bàng việt quất =,X + Y Z =
Quy tắc: * + Z X Y | + * Z Y X | X Y + Z * | * Y X + Z | Kết quả: ngựa vằn đào sư tử + táo *,X Y + Z *
Quy tắc: X = = = | = X = = | = X = = X | = = X = | Kết quả: = ngựa vằn = = ngựa vằn,= X = = X
Quy tắc: * Z X = | Z = Z X * | * Z X = | = X Z * | Kết quả: dâu tây = hải cẩu trâu dâu *,Z = Z X *
Quy tắc: - Z * X | * - X Z | - Z * X | X * Z - | Kết quả: dâu tây * con dấu -,X * Z -
Quy tắc: = Z * - | = * Z - | = Z - Z * | - Z * = | Kết quả: = kiwi việt quất - kiwi việt quất *,= Z - Z *
Quy tắc: X = = | = X = | X X = = | = X = | Kết quả: đào blackberry đào blackberry = =,X X = =
Quy tắc: X * * * Y | Y * * X * | * * Y * X | * * X Y * | Kết quả: táo * * chim cánh cụt *,Y * * X *
Quy tắc: = Z * + Y | Z Y + = * | + = Y Z * Z | Y + Z = * | Kết quả: + = chim cánh cụt cá mập chuối * chim cánh cụt,+ = Y Z * Z
Quy tắc: * Y Z - = | - Y * Z = | - * = Y Z | = Y - Z * | Kết quả: = dưa hấu dưa hấu - đào *,= Y - Z *
Quy tắc: Z * - | - Z Z Z * | * Z - | - * Z | Kết quả: - Cá voi việt quất cá voi việt quất quất cá voi việt quất *,- Z Z Z *
Quy tắc: = Y Z * | Z = Y * | Y Z * = | * Z = Y | Kết quả: táo = rắn hổ mang *,Z = Y *
Quy tắc: * - Y Z - | Y * - - Z | * Y - - Z | * - Z - Y | Kết quả: * Chim cánh cụt ngựa vằn - - Đào trâu,* Y - - Z
Quy tắc: = Y + X + | + = Y X + | + = + Y X | + X Y + = | Kết quả: = kiwi chim cánh cụt + trâu +,= Y + X +
Quy tắc: Z + Z - X + | - + Z + X | - + Z + X | - Z + X + | Kết quả: đào + đào - lê nho +,Z + Z - X +
Quy tắc: Z X - - | Z - - X | - X Z - | X Z - X - | Kết quả: chuột cá mập cá mập chuột chuột - cá mập chuột -,X Z - X -
Quy tắc: * Y * | Y * * | Y * * | * Y * Y | Kết quả: * Kiwi chim cánh cụt * Kiwi chim cánh cụt,* Y * Y
Quy tắc: - X - | - X - | X - - X | - - X | Kết quả: cò chuột - - cò chuột,X - - X
Quy tắc: Y * = * Z | * = Z * Y | * Z = Y * | * Z Y = * | Kết quả: * kiwi táo = lê *,* Z = Y *
Quy tắc: + X + | + X + | + X + | + X X + X | Kết quả: + Hải cẩu rắn hổ mang + Hải cẩu rắn hổ mang,+ X X + X
Quy tắc: Z + X = | Z + = X | X Z + = | Z X + = Z | Kết quả: cá voi đại bàng + = đại bàng,Z X + = Z
Quy tắc: X = Y + | X Y + = X | + = Y X | X + Y = | Kết quả: chuột dưa hấu ngựa + = chuột,X Y + = X
Quy tắc: * Y Z * | Z Y * * | Z * * Y | * Z Y * | Kết quả: rắn hổ mang * * cá voi dâu tây,Z * * Y
Quy tắc: * * Y - Z | * * - Y Z | Y * - * Z | * Z * - Y | Kết quả: đào kiwi * - * trâu trâu,Y * - * Z
Quy tắc: Z * = Y = X | Y = Z * X = | * = Y = X Z | Y = = Z X * | Kết quả: sư tử ngựa = rắn hổ mang ngựa vằn * cá voi =,Y = Z * X =
Quy tắc: Y Z + * X | X * + Z Y | Z Y + X * | * X + Z Y | Kết quả: cò dưa hấu hải cẩu nho + * quả việt quất rắn hổ mang,Y Z + * X
Quy tắc: Y + * + | * + Y Y + | + * Y + | + * Y + | Kết quả: * + cá mập chuột cá mập chuột +,* + Y Y +
Quy tắc: - Z = Y * | = * Z Y - | = Y * - Z | - Z Y * = | Kết quả: - cá mập chuối = táo trâu *,- Z = Y *
"Quy tắc: * + Y x Y = | = Y X + * | + = * X Y | Y = X + * | Kết quả: * + rắn hổ mang dâu đen, cá mập dâu tây rắn hổ mang =",* + Y x Y =
Quy tắc: - = Z Z | Z = - | - Z = | - = Z | Kết quả: - = con dấu việt quất con dấu việt quất,- = Z Z
Quy tắc: * Z + X = | * Z = + X | Z X + = * | * + Z = X | Kết quả: * Cá voi trâu + dâu đen táo =,* Z + X =
Quy tắc: X - - Z | X - Z - | Z X - - | - Z - X | Kết quả: ngựa vằn hải cẩu - hải cẩu -,X - Z -
Quy tắc: Y * Z - | Y - * Z Z | * Z - Y | Y Z * - | Kết quả: cá mập - * sư tử sư tử,Y - * Z Z
Quy tắc: X Z + - | X + - Z | X - + Z | + Z X - | Kết quả: cò trâu đại bàng dâu tây + -,X Z + -
Quy tắc: Z - X + | Z + X - | X - Z + | X Z - + | Kết quả: sư tử trâu sư tử - +,X Z - +
Quy tắc: - Z X - | - X - Z | - Z - X | - X - Z | Kết quả: - lê việt quất -,- Z X -
Quy tắc: + = X Z - | X - + Z = | + = - Z X | + X = Z - | Kết quả: + rắn hổ mang cá voi = dưa hấu -,+ X = Z -
Quy tắc: + Y - Z | - Z Y + | + Z - Y Y | + - Y Z | Kết quả: + Cá mập ngựa - cò dâu tây cò dâu tây,+ Z - Y Y
Quy tắc: + Y Z - | Y + - Z | Z Y - + | Z + Y - | Kết quả: việt quất + - cò,Y + - Z
Quy tắc: * - Z Y | * Z Y - | Z * - Y | Y * - Z | Kết quả: cò * - ngựa vằn kiwi,Z * - Y
Quy tắc: * X = Z Y | Z * = Y X | Y = Z * X | Y * Z X = | Kết quả: * cá voi = chim cánh cụt blackberry,* X = Z Y
Quy tắc: X = Z + Y | + = Y Z X | Z = + Y X | + X = Z Y | Kết quả: + = cá mập táo cá voi việt quất,+ = Y Z X
Quy tắc: Y Z - + X - | X + Z - - Y | - Z + - Y X | Y + - Z X - | Kết quả: - blackberry + - con dấu chim cánh cụt lê,- Z + - Y X
Quy tắc: + X + | X + + | + + X | + + X X | Kết quả: + + blackberry đào blackberry đào,+ + X X
Quy tắc: X Y + - * | - * X + Y | - X + Y * | X * Y + - | Kết quả: - * dâu + ngựa,- * X + Y
Quy tắc: + * Y * Y | * * + Y | Y * * + | + * Y * | Kết quả: + * đại bàng đại bàng * đại bàng đại bàng,+ * Y * Y
Quy tắc: Z - = Y | - Y Z = | Z - Y = | - Y = Z | Kết quả: - cá mập việt quất cá voi blackberry =,- Y Z =
Quy tắc: = X * = Y | = X Y = * | Y = X * = | Y = * X = | Kết quả: = ngựa vằn việt quất kiwi = *,= X Y = *
Quy tắc: Y * + Z = | = + * Y Z | Z = * Y + | + Y * Z = | Kết quả: + kiwi * ngựa =,+ Y * Z =
Quy tắc: X * = | X = * | X = * X X | * = X | Kết quả: việt quất = * việt quất,X = * X X
Quy tắc: + * Z = Y | = Z + * Y | = + Z * Y | = Z * + Y | Kết quả: + * dâu tây chim cánh cụt = ngựa vằn,+ * Z = Y
Quy tắc: Z X - - | - X Z - | Z X - - | - X Z - | Kết quả: lê cá mập - -,Z X - -
Quy tắc: + Y + X | Y X + + | + Y + X | X Y + X + | Kết quả: ngựa vằn sư tử ngựa vằn + ngựa vằn sư tử +,X Y + X +
Quy tắc: + Y + * Y X | + X Y + * | + X * + Y | + Y + X * | Kết quả: + chim cánh cụt rắn hổ mang + * kiwi cá mập chim cánh cụt rắn hổ mang,+ Y + * Y X
Quy tắc: * Y * + Z | Y * + * Z | Y Z Y * * + | Y * * + Z | Kết quả: kiwi seal blackberry kiwi seal * * +,Y Z Y * * +
Quy tắc: - * Y Y = | Y - * = | - * Y = | Y = * - | Kết quả: - * việt quất =,- * Y Y =
Quy tắc: X * - Y | - X Y * | X Y * - | - * Y X | Kết quả: việt quất* - trâu,X * - Y
Quy tắc: Z - X = | X Z = - | = X Z - | Z = - X | Kết quả: chim cánh cụt hải cẩu dưa hấu = -,X Z = -
Quy tắc: - = = X Y | X = - Y = | = X = - Y | Y = = X - | Kết quả: - = = cá voi dâu táo,- = = X Y
Quy tắc: X = Z - | Z X = - | Z - = X | - Z = X | Kết quả: nho cá mập = sư tử -,X = Z -
Quy tắc: = = X | = X X = | = = X | X = = | Kết quả: = cá mập cá mập =,= X X =
